編號,答案,類近題目
24p101,"📌參考答案

1(a) 神經控制使用神經遞質作為信號分子，而激素控制則使用激素（或荷爾蒙）。
1(a) Nervous control uses neurotransmitters as signalling molecules, while hormonal control uses hormones.

1(b) 神經控制的傳遞途徑是經由神經元（或神經線、神經纖維），而激素控制則是通過血液（或血管）運送。
1(b) The transmission pathway for nervous control is via neurones (or nerves, nerve fibres), whereas for hormonal control, it is transported through the blood (or blood vessels).

1(c) 在誘發反應所需的時間方面，神經控制比激素控制更快（或神經控制所需的時間較短）。
1(c) In terms of the time required to induce a response, nervous control is faster than hormonal control (or nervous control requires a shorter time).",
24p102,"📌參考答案

2(a) 對應的 DNA 鏈上的核苷酸序列為 TTGA。
2(a) The nucleotide sequence on the corresponding DNA strand is TTGA.

2(b) 新的三聯體密碼可能編碼與原本相同的氨基酸（或不同的三聯體密碼可編碼相同的氨基酸）；或者新更換的氨基酸位於不會影響蛋白質功能（或酶的活性部位）的區域。
2(b) The new triplet code may encode the same amino acid as the original one (or different triplet codes can code for the same amino acid); or the newly replaced amino acid is located in a region that does not affect the protein function (or the active site of the enzyme).

2(c) 該蛋白質負責控制細胞分裂（或有絲細胞分裂、細胞生長、細胞死亡、細胞週期、細胞分化），或是負責進行 DNA 修復。
2(c) The protein is responsible for controlling cell division (or mitotic cell division, cell growth, cell death, cell cycle, cell differentiation), or it is involved in DNA repair.",
24p103,"📌參考答案

3(a) 結構 X 為基質。
3(a) Structure X is the matrix.

3(b) 可見特徵：內膜向內折疊形成褶層（或套疊、突出物）。
3(b) Visible feature: The inner membrane forms infoldings (or folds, invagination).
功能關係：這能增加表面面積，以容納更多用於需氧呼吸（或氧化磷酸化作用、合成 ATP）的酶（或電子載體、膜蛋白）。
Functional relationship: This increases the surface area to hold more enzymes (or electron carriers, membrane proteins) for aerobic respiration (or oxidative phosphorylation, ATP synthesis).

3(c)(i) 被抑制的主要過程是克雷伯氏循環（或丙酮酸鹽轉化為乙醯輔酶 A 的過程）。
3(c)(i) The major process inhibited is the Krebs cycle (or the conversion of pyruvate to acetyl co-A).

3(c)(ii) 呼吸作用途徑會受到以下影響（寫出以下任何三項即可）：
3(c)(ii) The respiratory pathway will be affected as follows (any three of the following points):

* 糖酵解會如常進行並產生丙酮酸鹽。
* Glycolysis proceeds as usual to produce pyruvate.
* 丙酮酸鹽無法經由克雷伯氏循環進一步代謝（或輔酶 A 未能再生以將丙酮酸鹽轉化為乙醯輔酶 A）。
* Pyruvate cannot be metabolised through the Krebs cycle (or no co-enzyme A is regenerated for the conversion of pyruvate to acetyl co-A).
* 氧化磷酸化作用（或 ATP 的合成、NADH 及 FADH2 的生成）會被抑制。
* Oxidative phosphorylation (or ATP synthesis, NADH and FADH2 formation) will be inhibited.
* 植物細胞會在缺氧呼吸途徑中將丙酮酸鹽轉化為酒精和二氧化碳（或進行酒精發酵）。
* Pyruvate will be converted to alcohol and carbon dioxide in the anaerobic pathway of plant cells (or alcoholic fermentation).",
24p104,"## 📌參考答案

### 4(a)

黑色：血流與組織液之間的血漿水勢差 / 血流與組織液之間的水勢梯度
黑色: the difference between the water potential of the blood and tissue fluid / the water potential gradient between blood and tissue fluid
白色：血流與組織液之間的流體靜壓差
白色: the difference between the hydrostatic pressure of blood and tissue fluid

---

### 4(b)

* 由白箭頭代表的因素 / 流體靜壓隨之減少
The factor represented by the white arrow / hydrostatic pressure decreases
* 因為當血液流經靠近 P 的一端時，水分 / 液體會被擠壓出血管外
As fluid / water is forced out of the blood at the end near P
* 導致微血管內的血容量減少，進而使流體靜壓 / 血壓下降
The blood volume in the capillaries decreases, leading to the decrease in hydrostatic pressure / blood pressure

---

### 4(c)(i)

* 胰臟
Pancreas

---

### 4(c)(ii)

* 肝臟
Liver
* 過剩的氨基酸會在該器官內進行脫氨作用 / 代謝以生成尿素，並隨後被運走
Excess amino acids are deaminated / metabolised to form urea in this organ and transported away",
24p105,"## 📌參考答案

### 5(a)

* 在粗糙內質網 / 核糖體上，mRNA $\alpha$ 經轉譯形成多肽鏈
The mRNA $\alpha$ is translated at rough endoplasmic reticulum / ribosome to form a polypeptide chain
* 多肽鏈會摺疊成蛋白 $\alpha$ / 具有特定形狀的蛋白質
The polypeptide chain will fold into protein $\alpha$ / a protein with a specific shape
* 形成的蛋白 $\alpha$ / 蛋白質會被運輸到細胞膜上
Protein $\alpha$ / the protein formed will be transported to the membrane

---

### 5(b)(i)

* 純水的水勢較青蛙卵細胞內的細胞質 / 細胞液的水勢高
Pure water has a higher water potential than that of the cytoplasm / cell sap in the frog egg cell
* 水分藉滲透淨流入青蛙卵細胞內 / 水分由較高水勢區域穿過細胞膜流入較低水勢區域
There is a net movement of water into the frog egg cell by osmosis / water moves from a region of higher water potential to a region of lower water potential

---

### 5(b)(ii)

* 注入 mRNA $\alpha$ 的青蛙卵細胞，其相對體積增加的速度較快 / 在時間 X 時其相對體積較大
The relative volume of the frog egg cell injected with mRNA $\alpha$ increases much faster than that injected with water only / at the time point X, the relative volume of the frog egg with mRNA $\alpha$ is much higher than that injected with water only
* 這結果顯示蛋白 $\alpha$ 的存在增加了細胞膜對水的透性
This shows that the presence of protein $\alpha$ has increased the permeability of the membrane to water
* 因此，蛋白 $\alpha$ 可能是讓水通過的通道蛋白
Therefore, protein $\alpha$ is probably a channel protein for the passage of water

---

### 5(b)(iii)

* 注入 mRNA $\alpha$ 的青蛙卵細胞已經爆破
The frog egg cells injected with mRNA $\alpha$ have burst",
24p106,"## 📌參考答案

### 6(a)

* 胰澱粉酶
Pancreatic amylase
* 大部分澱粉的消化都在小腸內進行 / 小腸很長，能提供較長時間來消化澱粉
Most of the starch digestion takes place in the small intestine / small intestine is long which allows more time for starch digestion
* 胰澱粉酶正是負責消化小腸內澱粉的關鍵酶
While pancreatic amylase is responsible for the digestion of starch in the small intestine

---

### 6(b)(i)

* 為了確保兩個裝置之中的反應混合物擁有完全相同的總體積
To ensure the volume of the reaction mixture in the two set-ups is the same
* 從而維持兩個裝置中受質 / 酶的濃度一致，因為這會直接影響消化速率
To ensure that the concentration of substrate / enzyme in the two set-ups is the same because it will affect the rate of digestion

---

### 6(b)(ii)

> 💡 *教師註：此題可選擇「碘液測試」或「本立德測試」其中一組作答。*

* **選擇一：碘液測試**
* 進行碘液測試 / 使用碘液
Use iodine test / iodine solution
* 每隔固定時間將一滴反應混合物加入碘液中，並記錄藍黑色完全消失 / 得到陰性結果所需的時間
At fixed time intervals, add a drop of the reacting mixture to iodine solution and record the time taken for blue-black colour to disappear / for a negative result from the test
* **選擇二：本立德測試**
* 進行本立德測試 / 使用本立德溶液
Use Benedict's test / Benedict's solution
* 在固定的時間間隔下，抽取固定份量的反應混合物與本立德溶液混合並加熱，隨後測量磚紅色沉澱物的生成量 / 測量上清液的吸光度 / 透光度 / 光學密度
At a fixed time interval, take a fixed amount of the reacting mixture and heat with Benedict's solution, measure the amount of brick-red precipitate formed / measure the absorbance / transmittance / optical density of the supernatant

---

### 6(c)

* 在時間 t 之前的曲線形狀與原本相同，而在時間 t 之後的產物量曲線需低於原本的曲線
Same curve before time t, after that the curve is lower than the original curve

---

### 6(d)(i)

* 人體內 / 動物體內（體內實驗）的實際環境比試管內（體外實驗）的反應要複雜得多 / 有多項生理因素會共同影響體內的反應 / 試管實驗無法完全模擬生物體內的所有真實情況
The conditions in the human body / animal's body (in vivo) are a lot more complicated than reaction in a test tube (in vitro) / there are multiple factors affecting the reaction in the body / reaction in a test tube cannot simulate the conditions in a body

---

### 6(d)(ii)

* 血糖水平 / 血液中的葡萄糖濃度
Blood glucose level
* 與對照組相比，實驗組小鼠的血液葡萄糖水平上升速度較緩慢 / 實驗組的血液葡萄糖水平維持在較低狀態
A slower rise in blood glucose level in the experimental group than the control group / lower blood glucose level in the experimental group than the control group

---

### 6(e)

* 豆子內的澱粉酶抑制劑會使昆蟲無法消化豆子中的澱粉 / 導致昆蟲無法從中獲取能量，長遠而言會令昆蟲選擇其他植物作為食物 / 避免這些豆子被昆蟲吃掉
Insects cannot digest the starch / cannot obtain nutrients from the beans with the amylase inhibitor, in the long run, insects will feed on other plants for food / insects will not eat the beans with amylase inhibitor",
24p107,"""## 📌參考答案

## Q7(a)(i)

樣線及樣方
Line transect and quadrat

---

## Q7(a)(ii)

從後岸至水邊放置樣線，並在樣線旁放置樣方
Lay a transect from backshore to waterfront and place a quadrat next to the transect

數算樣方內的物種數量及其豐度
Count the number of species and their abundance within the quadrat

---

## Q7(b)
<img src='images/24p107.png' />

標題：顯示樣本是否能進行呼吸作用的裝置
Title: Apparatus to show whether the specimen can carry out respiration

* **裝置應顯示封閉系統 / 氣泵系統**
**The set-up should show a closed system / an air pump system**
* **阻隔光線（如包裹錫紙）以防止光合作用**
**Blockage of light (e.g. wrapped with aluminium foil) to prevent photosynthesis**
* **有效方法顯示二氧化碳的改變（如使用石灰水或碳酸氫鹽指示劑）**
**Valid method to show the change in carbon dioxide (e.g. using lime water or hydrogencarbonate indicator)**

---

## Q7(c)

從 0 至 4 小時，自由基水平會持續上升
The level of free radicals should increase continuously from 0 to 4 hours

---

## Q7(d)

抗氧化物能抵抗自由基的作用，從而減低或抑制自由基的水平
Antioxidants counteract the action of free radicals, thereby reducing or suppressing the level of free radicals

從 0 至 1 小時，抗氧化物的水平增加，壓抑藻類組織內自由基的水平
From 0 to 1 hour, the level of antioxidants increases to suppress the level of free radicals in the algal tissue

1 小時後，抗氧化物的水平維持不變，因此自由基的水平升至較正常高的水平
From 1 hour onwards, the level of antioxidants remains unchanged, as a result, the level of free radicals rises to a level higher than normal ."",""""",
24p108,"## 📌參考答案

8(a) 由傳染病所引致的疾病負擔減輕，而由非傳染病引致的疾病負擔則加重。
The disease burden caused by infectious diseases decreases while that caused by non-infectious diseases increases.

8(b) 乙型肝炎的個案隨疫苗接種覆蓋率增加而下降。
The incidence of hepatitis B infections decreases with the increase in vaccination coverage.

疫苗接種讓免疫系統（或B細胞、T細胞、淋巴細胞）早有機會接觸乙型肝炎病毒的抗原。
Vaccination allows pre-exposure of the immune system (or B cells, T cells, lymphocytes) to antigens of the hepatitis B virus.

然後產生對乙型肝炎病毒抗原的記憶細胞。
This produces memory cells for the antigens of hepatitis B virus.

當記憶細胞遇上乙型肝炎病毒抗原，便會引起再次免疫反應（或繼發反應），產生更強和更迅速的免疫反應，在該病毒入侵細胞前消滅病毒。
When the memory cells encounter the antigens of the real hepatitis B virus, the memory cells elicit a secondary response, which is a stronger or faster immune response to eradicate the hepatitis B virus before it can invade the cells.

8(c) 疫苗接種可減低傳染病的發病率（或減少易感人群的數目以阻斷傳播鏈），因此減輕國家 X 由傳染病造成的負擔。
Vaccination programmes can reduce the incidence of infectious diseases (or reduce the number of susceptible hosts to break the chain of infection), thereby decreasing the disease burden caused by infectious diseases in country X.

8(d) 在所有年齡組別中，沒有接種疫苗的組別與曾接種疫苗的組別相比，前者有較高肝癌發病率。
The incidence of liver cancer is higher in the unvaccinated group than the vaccinated group in all age groups.

乙型肝炎是肝癌的風險因素（或患有乙型肝炎會增加患上肝癌的風險）。
Hepatitis B is a risk factor for liver cancer (or having hepatitis B increases the risk of getting liver cancer).",
24p109,"## 📌參考答案

9(a) 照片顯示在植物激素 X 存在的情況下，氣孔會縮小（或會關閉）。
The micrographs show that the stoma becomes smaller (or is closed) in the presence of plant hormone X.

氣孔縮小（或關閉）會減少因蒸騰作用而流失的水分，可幫助植物在乾旱情況下（或水分不足的情況下）存活。
A smaller stoma size (or closure of stoma) will reduce water loss through transpiration, which may help the plant to survive during drought stress (or when water supply is inadequate).

9(b) 品種 A。
Variety A.

與品種 B 的葉子相比，品種 A 的葉子流失較少水分（或品種 A 的鮮質量在乾旱處理後減幅較少）。
The leaf of A has lost less water than that of B (or the fresh mass of variety A decreases less after drought treatment).

品種 A 的葉子應該受到較高水平的激素 X 影響，導致氣孔縮小以減少水分流失。
The leaf of A should have been influenced by a higher level of hormone X, leading to a reduction in the size of stomata to reduce water loss.",
24p110,"## 📌參考答案

10(a) 花粉粒經由減數分裂生成（或屬單倍體），只攜帶一組染色體。
Pollen grains are formed after meiotic cell division (or are haploid), carrying only one set of chromosomes.

花粉粒 A 具有構造 X，因此它具有表達此特徵（或構造 X 形成）的等位基因。
Pollen grain A develops structure X, so the allele carried by pollen grain A should be responsible for this trait (or the development of structure X).

花粉粒 B 沒有構造 X，因此它具有表達另一特徵（或未能形成構造 X）的等位基因。
Pollen grain B fails to develop structure X, so the allele carried by pollen grain B should be responsible for this trait (or the failure to develop structure X).

因此，生產出這兩種花粉粒的親代植物應同時具有這兩個不同的等位基因，所以親代植物的基因型屬雜合型。
Therefore, the parent plant that produced these two types of pollen grains must have possessed both different alleles, i.e., the genotype of the parent plant is heterozygous.

10(b) 花粉粒 A。
Pollen grain A.

花粉管（或構造 X）能將雄配子傳送（或攜帶）至胚珠內的雌配子（或卵）。
The pollen tube (or structure X) transfers (or carries) the male gametes to the female gametes (or egg) inside the ovule.

雄配子與胚珠內的雌配子結合（或受精），從而引致受精以形成種子。
The male gamete fuses with (or fertilizes) the female gamete in the ovule, leading to fertilization that results in the formation of seeds.

10(c) 顯性純合型：50%；雜合型：50%；隱性純合型：0%（或 顯性純合型：0%；雜合型：50%；隱性純合型：50%）
Homozygous dominant: 50%; Heterozygous: 50%; Homozygous recessive: 0% (or Homozygous dominant: 0%; Heterozygous: 50%; Homozygous recessive: 50%)",
