編號,答案,類近題目
9201,"📘 Question 1
📌 參考答案
答案：D


📌 詳細解釋
細胞 2（柵狀葉肉細胞）、細胞 3（海綿葉肉細胞）及細胞 4（保衛細胞）都含有葉綠素，因此它們是綠色的。
Cells 2 (palisade mesophyll), 3 (spongy mesophyll), and 4 (guard cells) all contain chlorophyll, so they appear green.

柵狀葉肉含有大量葉綠體，是主要的光合作用部位。
The palisade mesophyll has many chloroplasts and is the main site of photosynthesis.

海綿葉肉也含葉綠體，光合作用能力較低但仍有效利用散射光。
The spongy mesophyll also contains chloroplasts, performing photosynthesis using scattered light.

保衛細胞有葉綠體，有助於氣孔的開閉調節。
Guard cells possess chloroplasts, helping regulate stomatal opening and closing.

📌 考試提醒
學生容易誤以為只有柵狀葉肉有葉綠體。
Students often incorrectly think only the palisade mesophyll has chloroplasts.

其實保衛細胞也含葉綠體，是葉表面中唯一具葉綠體的細胞。
In fact, guard cells also have chloroplasts — they are the only epidermal cells with chlorophyll.",
9202,"📘 Question 2
📌 參考答案
答案：C


📌 詳細解釋
角質層的主要功能是減少水分蒸發和防止病原體（如細菌）進入植物。
The cuticle mainly functions to reduce water loss by transpiration and prevent the entry of pathogens such as bacteria.

它由蠟質構成，具有防水作用，但不能提供支撐功能。
It is made of waxy material that provides waterproofing but no mechanical support.

📌 考試提醒
常見錯誤是認為角質層能支撐葉片。
A common mistake is thinking the cuticle can support the leaf.

支撐葉片的主要結構是葉脈中的維管束及厚角組織，而非角質層。
Leaf support actually comes from vascular bundles and collenchyma, not the cuticle.
",
9203,"第 3 題
✅ 答案：C

📌 詳細解釋 Detailed Explanation:
部位 3 含有木質部導管（xylem vessels）。
Region 3 contains xylem vessels.
木質部導管的特點是細胞壁最厚，主要由木質素（lignin）加厚而成。
A key characteristic of xylem vessels is their thick cell walls, primarily thickened by lignin.
這種結構使細胞壁堅固不易塌陷，為植物提供支撐。
This structure provides mechanical strength and prevents collapse, offering support to the plant.

📌 考試提醒 Exam Tip:
考題常以""最厚細胞壁""或""提供支撐""提示 → 答案為木質部 (xylem)。
Keywords like ""thickest cell wall"" or ""provides support"" often indicate xylem.
木質部兩大功能：① 運輸水與礦物質 ② 提供機械支撐。
Xylem has two main functions: ① Transport of water and minerals ② Mechanical support.",
9204,"第 4 題
✅ 答案：B

📌 詳細解釋 Detailed Explanation:
有機養分（如蔗糖）在植物體內是透過韌皮部（phloem）運輸的。
Organic nutrients (e.g., sucrose) are transported in plants through the phloem.
部位 2 所示即為韌皮部。
Region 2 represents the phloem.
它負責將養分從來源（如葉）運到貯藏部位（如果實）。
It transports nutrients from sources (e.g., leaves) to sinks (e.g., fruits).

📌 考試提醒 Exam Tip:
核心口訣：""木質部運水、韌皮部運糖""。
Key phrase: ""Xylem transports water, phloem transports sugars.""
若題幹出現「transport of food / organic nutrients」，立即聯想韌皮部 (phloem)。
If the question mentions ""transport of food/organic nutrients"", think phloem.",
9205,"第 5 題
✅ 答案：B

📌 詳細解釋 Detailed Explanation:
光合作用的光反應中，光能被葉綠素吸收並用來分解水分子。
In the light-dependent reaction of photosynthesis, light energy is absorbed by chlorophyll to split water molecules.
這個過程會產生氧氣，並作為副產品釋放。
This process produces oxygen, which is released as a by-product.

📌 考試提醒 Exam Tip:
注意區分光合作用不同階段的產物：
Distinguish between the products of different stages of photosynthesis:
光反應 (light reaction)：產生 O₂
Light reaction: produces O₂
暗反應 (Calvin cycle)：形成醣類 (glucose)
Light-independent reaction (Calvin cycle): produces sugars (glucose)",
9206,"第 6 題
✅ 答案：B (1) 及 (2) 正確

📌 詳細解釋 Detailed Explanation:
真菌具細胞壁，因此符合 (1)。
Fungi possess cell walls (statement 1 is true).
但真菌沒有葉綠體，故不能進行光合作用，屬於異營生物。
However, fungi lack chlorophyll and cannot perform photosynthesis; they are heterotrophs.
它們以分解吸收有機物來取得養分，因此不符合 (3)。
They obtain nutrients by absorbing decomposed organic matter, so statement 3 is false.

📌 考試提醒 Exam Tip:
關鍵詞 ""cell wall without chlorophyll"" → 指向真菌 (fungus)。
Keyword ""cell wall without chlorophyll"" indicates fungus.
真菌細胞壁組成物質為幾丁質 (chitin)，而非纖維素。
Fungal cell walls are made of chitin, not cellulose.",
9207,"第 7 題
✅ 答案：D

📌 詳細解釋 Detailed Explanation:
酶（如澱粉酶）是蛋白質。
Enzymes (e.g., amylase) are proteins.
在 80°C 時酶會發生變性 (denaturation)，此過程不可逆。
At 80°C, enzymes denature, and this process is irreversible.
變性後即使降回適溫，酶也無法恢復催化功能。
Even if the temperature is lowered back to the optimum, the enzyme cannot regain its function.

📌 考試提醒 Exam Tip:
一見「80°C」關鍵詞 → 幾乎總是「酶變性 (denaturation)」。
The keyword ""80°C"" almost always indicates enzyme denaturation.
常見錯誤答案：「冷卻後恢復活性」→ ❌ 不可逆！
Common mistake: ""Activity restored after cooling"" → ❌ Incorrect, it's irreversible!",
9208,"第 8 題
✅ 答案：B

📌 詳細解釋 Detailed Explanation:
植物先放於黑暗 48 小時以消耗葉內儲存的澱粉（脫澱粉過程）。
The plant is first kept in the dark for 48 hours to deplete stored starch (destarching).
之後，葉 X 能接受光照並進行光合作用產生澱粉。
Afterward, leaf X, exposed to light, can photosynthesize and produce starch.
而被黑布覆蓋的葉 Y 無法進行光合作用，因此沒有澱粉生成。
Leaf Y, covered with black paper, cannot photosynthesize and produces no starch.

📌 考試提醒 Exam Tip:
實驗目的：驗證「光」是否為光合作用的必要條件。
Aim of the experiment: to verify that light is necessary for photosynthesis.
答題必提及 光合作用生成澱粉。
Your answer must mention that photosynthesis produces starch.",
9209,"第 9 題
✅ 答案：D

📌 詳細解釋 Detailed Explanation:
在測試葉片是否含澱粉時，須先去除葉綠素（脫色）。
When testing a leaf for starch, chlorophyll must first be removed (decolorization).
將葉放入酒精中並在水浴中加熱，酒精能溶解葉綠素。
The leaf is boiled in alcohol using a water bath; the alcohol dissolves the chlorophyll.
這使葉片去色，便於後續以碘液測試顯色。
This decolorizes the leaf, allowing for clear observation of the iodine test result.

📌 考試提醒 Exam Tip:
目的：去除葉綠素，清除綠色干擾。
Purpose: To remove chlorophyll and eliminate color interference.
安全提示：酒精易燃，必須使用水浴加熱。
Safety: Alcohol is flammable; must use a water bath for heating.",
9210,"第 10 題
✅ 答案：B

📌 詳細解釋 Detailed Explanation:
在缺氧呼吸中，食物未能完全分解，因此釋放能量較少。
In anaerobic respiration, food is incompletely broken down, releasing less energy.
需氧呼吸則讓食物完全被分解，能量釋放較多。
Aerobic respiration allows complete breakdown of food and releases more energy.
不過，缺氧呼吸中仍會產生二氧化碳。
However, carbon dioxide is still produced during anaerobic respiration.

📌 考試提醒 Exam Tip:
見到關鍵字 ""oxygen"" 或 ""complete breakdown"" → 馬上思考「需氧或缺氧呼吸」。
When you see keywords like ""oxygen"" or ""complete breakdown"", immediately think of aerobic vs anaerobic respiration.
",
