編號,答案,類近題目
9701,"第1題
📌 參考答案：C

📌 詳細解釋：
藻類沒有花和種子，但含有葉綠素，可以進行光合作用，因此屬於最原始的光合生物類群之一。
Algae have no flowers or seeds but contain chlorophyll, allowing them to carry out photosynthesis, making them one of the simplest photosynthetic organisms.

A 錯在於有花的植物一定屬開花植物（被子植物），而藻類並不屬此類。
A is incorrect because having flowers is a feature of angiosperms, while algae are not flowering plants.

B 錯在於是否有種子是觀察植物進化層次的重要特徵，而藻類只產孢子。
B is incorrect as the presence of seeds marks an advanced evolutionary stage in plants; algae reproduce by spores instead.

D 錯在於此選項可能代表具維管構造的植物，但藻類缺乏維管束（木質部與韌皮部）。
D is incorrect because it likely refers to vascular plants, yet algae lack vascular tissues such as xylem and phloem.

📌 考試提醒：
關鍵線索是「無花、無種子、有葉綠素」，這組特徵只屬於藻類。
The key clues — “no flowers, no seeds, with chlorophyll” — point directly to algae.

同學容易混淆「藻類」與「蕨類」，要記得蕨類有根莖葉，而藻類沒有。
Students often confuse algae with ferns; remember that ferns have roots, stems, and leaves, but algae do not.
",
9702,"第2題
📌 參考答案：A

📌 詳細解釋：
圖中所示植物是蕨類植物，能產孢子且具有根與莖。
The plant shown is a fern, which produces spores and has roots and stems.

它沒有花與果實，因此只有 (1)「產生孢子」與 (2)「有根和莖」屬正確描述。
It produces neither flowers nor fruits, so only statements (1) “produces spores” and (2) “has roots and stems” are correct.

B 錯誤，因為蕨類沒有果實。
B is incorrect because ferns do not bear fruits.

C 錯誤，(3)「長出果實」顯然錯誤，且 (2) 才是主要形態特徵。
C is wrong since (3) “produces fruits” is false, and (2) correctly describes fern structure.

D 錯誤，蕨類無花無果，也不「開花結果」。
D is incorrect because ferns neither flower nor bear fruit.

📌 考試提醒：
蕨類常見特徵：具維管束、產孢子、生殖需水。
Key fern features: vascular tissues, spore production, and water-dependent reproduction.

辨認植物分群時，先看有無花、有無種子、有無維管束是最快途徑。
When identifying plant groups, first check the presence of flowers, seeds, and vascular tissues.
",
9703,"第3題
📌 參考答案：C

📌 詳細解釋：
組織液的水勢高於血漿，因此水會經滲透作用進入血液中。
The water potential of the tissue fluid is higher than that of the blood plasma, so water moves into the blood by osmosis.

A 錯在於木質部水的上升是源於蒸騰拉力及根壓，並非依靠滲透作用。
A is incorrect because the upward movement of water in the xylem results from transpiration pull and root pressure, not osmosis.

B 錯在於腎小管的葡萄糖再吸收需要主動運輸，牽涉能量消耗。
B is incorrect since glucose reabsorption in kidney tubules is by active transport, which requires energy.

D 錯在於根吸收礦物鹽是擴散或主動運輸的結果，而非滲透作用，滲透只涉及水分運動。
D is incorrect because mineral ions enter roots through diffusion or active transport; osmosis involves only water movement.

📌 考試提醒：
滲透作用只發生於水分子穿過半透膜，由高水勢區流向低水勢區。
Osmosis occurs only for water across a semi-permeable membrane, moving from higher to lower water potential.

學生常將滲透與擴散或蒸騰混淆，關鍵是「水分通過半透膜」這一點。
Students often confuse osmosis with diffusion or transpiration — focus on “water crossing a membrane.”
",
9704,"第4題
📌 參考答案：A

📌 詳細解釋：
(1) 正確，因為起初細胞內離子濃度隨外界濃度線性增加，顯示離子順濃度梯度被動吸收。
(1) is correct since the ion concentration inside the cell increases proportionally to external concentration, indicating passive uptake along a gradient.

(2) 錯誤，圖中的資料並未顯示這作用僅限於活細胞內進行，因此無法得出此結論。
(2) is incorrect because the graph gives no evidence that osmosis only occurs in living cells.

(3) 錯誤，即使外界濃度達 2×10⁻³ mol kg⁻¹ 時，滲透仍存在，但淨流量為零，意味達到平衡。
(3) is incorrect because osmosis continues at 2×10⁻³ mol kg⁻¹, but the net movement is zero—equilibrium has been reached.

📌 考試提醒：
要區分「滲透停止」與「達平衡時無淨移動」，前者是完全無流動，後者則仍有雙向運動但速度相等。
Distinguish between “osmosis stops” and “no net movement at equilibrium” — molecules still move but equally in both directions.

此題常考學生能否從圖像推論物質移動與濃度變化間的關係。
This question tests the ability to interpret graphs linking solute concentration and movement.
",
9705,"第5題
📌 參考答案：C

📌 詳細解釋：
十二指腸內脂肪乳化由膽鹽進行，膽鹽屬非酶化學物質，只將脂肪分成更細小微滴以增加反應表面積。
Emulsification of fats in the duodenum is done by bile salts, which are not enzymes; they just break fats into smaller droplets for better enzyme access.

A 錯在於細胞內的葡萄糖氧化涉及酶（如脫氫酶與氧化酶），因此與題意「不涉及酶」不符。
A is wrong since glucose oxidation involves enzymes like dehydrogenase and oxidase, thus it does involve enzymes.

B 錯在於尿素的形成在肝中是經酶促反應完成（如尿素酶），所以也不能選。
B is wrong because urea formation in the liver requires enzymes; it is an enzyme-catalyzed reaction.

D 錯在於糖原合成（糖原化作用）同樣由酶控制。
D is wrong as glycogenesis in the liver also requires enzyme action.

📌 考試提醒：
乳化只是物理性分解，非化學反應，不改變脂肪的化學結構。
Emulsification is a physical process, not a chemical one — it doesn’t alter the chemical nature of fats.

考生應牢記：「膽鹽不是酶，但有助提高脂肪酶的效率」。
Students should remember: Bile salts are not enzymes, but they enhance lipase efficiency.",
9706,"第 6 題
✅ 參考答案：C

三種細胞分別為紅血球、神經細胞與精子細胞。
The three cells are a red blood cell, a nerve cell, and a sperm cell.

它們皆具有細胞膜，但功能各異。
They all possess a cell membrane, though their functions differ.

紅血球沒有細胞核、神經細胞無法分裂、精子則可移動，但三者均無細胞分裂能力。
Red blood cells lack a nucleus, nerve cells cannot divide, and sperm cells are motile—but none of them can undergo cell division.

為何不是 A、B、D：
Why not A, B, or D:

A 錯在紅血球無法移動，因此不是三者共通的特徵。
A is wrong because red blood cells cannot move actively, so mobility is not common to all three.
B 錯在紅血球沒有細胞核。
B is incorrect because red blood cells do not have a nucleus.
D 錯在這些細胞皆不會再進行分裂。
D is incorrect because none of these cells undergo further division.
📘 考試提醒 Exam Tip：
題目常要求找「共同特徵」時，要找最基本的細胞結構如細胞膜。
When the question asks for the common feature, focus on fundamental structures like the cell membrane.",
9707,"第 7 題
✅ 參考答案：C

圖示顯示同源染色體對的分離，這是減數分裂第一階段的典型特徵。
The diagram shows the separation of homologous chromosome pairs, typical of the first division of meiosis.

經第二次分裂後，每個子細胞只含有兩條染色體。
After the second division, each daughter cell contains two chromosomes.

為何不是 A、B、D：
Why not A, B, or D:

A、B 為有絲分裂特徵，染色體數不減半。
A and B describe mitosis, where chromosome number is maintained.
D 錯，減數分裂後的染色體數應減半，只剩「2」而非「4」。
D is wrong because meiosis halves the chromosome number from 4 to 2.
📘 考試提醒 Exam Tip：
若圖中出現「同源染色體」或「減少染色體數」，即指減數分裂。
When diagrams show homologous chromosomes separating or reduced chromosome number, it's meiosis.
",
9708,"第 8 題
✅ 參考答案：A

動物式營養（攝食式營養）為有攝食、體內消化；
腐生營養則為無攝食、於細胞外消化。
Holozoic (animal-type) nutrition involves ingestion and internal digestion; saprophytic nutrition involves no ingestion, and digestion occurs outside the cells.

為何不是 B、C、D：
Why not B, C, or D:

B 錯在腐生營養並非在細胞內消化，而是分泌酶於體外。
B is wrong because saprophytes digest food externally, not inside cells.
C 錯在動物式營養不會製造有機物，而是分解它們。
C is incorrect because holozoic organisms break down, not synthesize, organic matter.
D 錯在苔蘚並非腐生生物，而是自營生物。
D is wrong because mosses are autotrophs, not saprophytes.
📘 考試提醒 Exam Tip：
分清「攝食與否」與「消化位置」是判別營養方式的關鍵。
Whether ingestion occurs, and where digestion happens, are key clues for nutrition questions.",
9709,"第 9 題
✅ 參考答案：C

條蟲為寄生性動物，吸收宿主已消化的營養物，故 (2)、(3) 正確。
Tapeworms are parasites that absorb pre-digested food from the host, so (2) and (3) are correct.

(1) 錯，因為條蟲並不分泌消化酶，它們並不自行分解食物。
(1) is wrong because tapeworms do not secrete digestive enzymes.

為何不是其他選項：
Why not other choices:

A、B 都包含 (1)，錯因如上。
A and B include (1), which is incorrect.
D 雖含 (2)、(3)，但多加 (1)，故全錯。
D also includes (1), making it wrong as well.
📘 考試提醒 Exam Tip：
寄生生物常不具消化系統，只靠吸收宿主養分維生。
Parasitic organisms usually lack digestive systems and rely on absorption from the host.",
9710,"第 10 題
✅ 參考答案：B

(B) 錯，因為牙菌膜形成於牙冠（區域 M）表面，而非牙根（區域 N）。
Option B is incorrect because plaque forms on the crown (region M), not the root (region N).

(A) 正確，琺瑯質覆蓋在牙冠，可防蛀。
(A) is correct—enamel of the crown protects against decay.

(C) 正確，X 為門齒用作切割；Y 為臼齒，用作磨碎食物。
(C) is correct—X is an incisor for cutting, Y is a molar for grinding.

(D) 正確，門齒位於前方，臼齒於後方。
(D) is correct—incisors occur at the front, molars at the back.

📘 考試提醒 Exam Tip：
辨認牙齒時，留意「牙冠（crown）」與「牙根（root）」位置差異。
When identifying teeth, pay attention to the distinction between crown and root.

牙冠暴露於口腔，是琺瑯質覆蓋處，也是蛀蝕最常發生的位置。
The crown is exposed to the mouth, covered by enamel, and most susceptible to decay.",
9711,"第 11 題
✅ 參考答案：C

消化液 1 是唾液，不含蛋白酶；
Digestive juice 1 is saliva, which contains no protease.

消化液 2 是胃液，含有胃蛋白酶 (pepsin)；
Digestive juice 2 is gastric juice, containing the protease pepsin.

消化液 3 是腸液，含有腸蛋白酶 (peptidase)。
Digestive juice 3 is intestinal juice, containing the protease peptidase.

由於唯有蛋白酶能分解蛋白質，因此只有 2 和 3 能消化蛋白質菲林層。
As only proteases can break down protein, only juices 2 and 3 can digest the protein film.

為何不是 A、B、D：
Why not A, B, or D:

A 含唾液但唾液中無蛋白酶，因此錯。
A is wrong because saliva has no protease.
B 僅含胃液和腸液中的一者，說明不完全。
B is incorrect because it includes only one of the two effective juices.
D 錯在加入唾液 (1)，並非蛋白質的消化液。
D is incorrect as saliva (1) cannot digest protein.
📘 考試提醒 Exam Tip：
識別三種主要消化液及其酶類：
Identify key digestive juices and their enzymes:

唾液 → 澱粉酶（分解澱粉） → amylase → starch digestion
胃液 → 蛋白酶（酸性） → protease → acid medium
腸液 → 酵素多為鹼性環境生效 → intestinal enzymes work in alkaline conditions",
9712,"第 12 題
✅ 參考答案：B

腸液 (消化液 3) 中的蛋白酶在酸性環境下不能運作，但它能使胃液 (消化液 2) 的酵素更有效率地運作。
The protease in intestinal juice (juice 3) cannot function in acidic conditions, but it enhances the efficiency of the protease in gastric juice (juice 2).

因此當兩者混合後，會促進胃蛋白酶的作用速度，而非獨立消化。
When mixed, the combination enhances gastric protease activity rather than digesting independently.

為何不是 A、C、D：
Why not A, C, or D:

A 錯，因為酸性條件會抑制腸酶活動。
A is wrong because acidic medium inactivates intestinal enzymes.
C 錯，混合後環境酸性仍偏低，不利於腸液作用。
C is incorrect since the mixture remains acidic and unsuitable for intestinal protease.
D 錯，胃蛋白酶仍能運作，所以不是完全不被消化。
D is wrong because gastric digestion still occurs.
📘 考試提醒 Exam Tip：
不同消化液的 pH 適應性是考試常見陷阱。
Each digestive juice functions best at its specific pH — a common exam trap.

記住：胃酶酸性最適、腸酶鹼性最適、唾液接近中性。
Remember: gastric → acidic, intestinal → alkaline, salivary → neutral.",
9713,"第 13 題
✅ 參考答案：D

結構 1 （口腔）的咀嚼、結構 2 （胃）的攪拌以及結構 3 （小腸）的蠕動，全屬機械性消化。
Chewing in the mouth, churning in the stomach, and peristalsis in the small intestine are all examples of mechanical digestion.

機械性消化的作用是將食物分成較小顆粒以利酵素化學分解。
Mechanical digestion physically breaks food into smaller pieces to increase enzyme efficiency.

為何不是 A、B、C：
Why not A, B, or C:

A、B、C 只選兩項，忽略了蠕動作用。
A, B, and C exclude peristalsis, which is also a mechanical process.
📘 考試提醒 Exam Tip：
要能區分機械性消化（物理動作）與化學性消化（酵素反應）。
Distinguish clearly between mechanical (physical movement) and chemical (enzyme) digestion.",
9714,"第 14 題
✅ 參考答案：A

📌 詳細解釋：
紅血球置於 0.05% 食鹽溶液中
Red blood cells are placed in 0.05% saline solution
由於外液的水勢高於細胞內
Because the external solution has a higher water potential than the inside of the cells
水分進入紅血球，使其體積不斷增加
water enters the red blood cells by osmosis, causing them to swell

最終紅血球會膨脹至破裂（溶血）
Eventually the red blood cells swell and burst (hemolysis)
因此曲線在體積最高點後迅速歸零
Therefore, the curve drops to zero after reaching the maximum volume

📌 考試提醒：
滲透作用題目關鍵在：
The key points for osmosis questions are:
低滲（hypotonic）→ 水進細胞 → 膨脹/爆裂
Hypotonic → water enters cells → swelling/bursting
等滲（isotonic）→ 平衡 → 體積不變
Isotonic → equilibrium → no volume change
高滲（hypertonic）→ 水出細胞 → 收縮
Hypertonic → water leaves cells → shrinkage",
