編號,答案,類近題目
1901,"📌 參考答案
B — Q
B — Q
📌 詳細解釋
P 是葉綠體膜，負責維持細胞器的完整性。
P is the chloroplast membrane, responsible for maintaining the integrity of the organelle.
Q 是類囊體，葉綠素附著於其上並吸收光能以進行光化反應。
Q is the thylakoid, where chlorophyll is attached to absorb light energy for the light-dependent reactions.
R 是基質，內含酶，是卡爾文循環發生的場所。
R is the stroma, containing enzymes where the Calvin cycle takes place.
S 是澱粉粒，是植物儲存能量的主要形式，也是光合作用的最終產物。
S is a starch grain, which is the main form of energy storage in plants and the final product of photosynthesis.
因此，在光合作用時吸收光的構造是 Q。
Therefore, the structure that absorbs light during photosynthesis is Q.
📌 考試提醒
類囊體膜含有葉綠素，負責捕捉光能轉化為化學能。
The thylakoid membrane contains chlorophyll, which captures light energy to convert into chemical energy.
常見錯誤：學生常混淆類囊體（光化反應）與基質（卡爾文循環）的功能與位置。
Common trap：Students often confuse the functions and locations of the thylakoid (light-dependent reactions) and the stroma (Calvin cycle).",
1902,"📌 參考答案
D — R 產生的葡萄糖
D — Glucose produced in R
📌 詳細解釋
光合作用產生的氧氣是來自水分子的光解，而不是二氧化碳。
The oxygen produced in photosynthesis comes from the photolysis of water molecules, not from carbon dioxide.
因此，在 Q（類囊體）產生的氧氣不會帶有放射性。
Therefore, the oxygen produced in Q (thylakoids) will not be radioactive.
來自氣室的二氧化碳會擴散至 R（基質），並與 5-C 複合物結合。
Carbon dioxide from the air space diffuses into R (stroma) and combines with a 5-C compound.
在酶、ATP 及 NADPH 的協助下，卡爾文循環會利用二氧化碳合成葡萄糖。
With the help of enzymes, ATP, and NADPH, the Calvin cycle uses carbon dioxide to synthesize glucose.
因此，帶有放射性標記碳原子的會是 R 產生的葡萄糖。
Thus, the radioactively labelled carbon atoms will be found in the glucose produced in R.
📌 考試提醒
卡爾文循環在葉綠體基質中進行，負責碳的固定以生成有機物。
The Calvin cycle takes place in the stroma of the chloroplast and is responsible for carbon fixation to produce organic matter.
常見錯誤：誤以為光化反應產生的氧氣源自二氧化碳，或錯誤以為二氧化碳在類囊體被固定。
Common trap：Mistakenly believing that the oxygen produced in the light-dependent reactions originates from carbon dioxide, or that carbon dioxide is fixed in the thylakoids.",
1903,"📌 參考答案
B — 只有 (2)
B — Only (2)
📌 詳細解釋
氧化磷酸化作用產生水和 ATP，並使 NAD 和 FAD 再生，過程中不會釋出二氧化碳。
Oxidative phosphorylation produces water and ATP, and regenerates NAD and FAD, without releasing carbon dioxide.
在克雷伯氏循環中，當 6-C 複合物被逐步氧化以再生 4-C 複合物時，會釋放二氧化碳以去除碳原子。
In the Krebs cycle, carbon dioxide is released to remove carbon atoms when the 6-C compound is gradually oxidized to regenerate the 4-C compound.
葡萄糖轉化為丙酮酸鹽（糖酵解）的過程中，僅產生 ATP 及 NADH，沒有碳的流失，因此不釋出二氧化碳。
In the conversion of glucose to pyruvate (glycolysis), only ATP and NADH are produced without carbon loss, so no carbon dioxide is released.
因此，只有克雷伯氏循環的過程釋出二氧化碳。
Therefore, only the process in the Krebs cycle releases carbon dioxide.
📌 考試提醒
二氧化碳僅在糖酵解後的連接反應及克雷伯氏循環中，透過脫羧反應釋放。
Carbon dioxide is only released through decarboxylation in the link reaction and the Krebs cycle following glycolysis.
常見錯誤：忘記糖酵解只涉及將 6-C 的葡萄糖分解為兩分子 3-C 的丙酮酸鹽，誤以為此過程會釋出二氧化碳。
Common trap：Forgetting that glycolysis only involves breaking down a 6-C glucose into two 3-C pyruvate molecules, and mistakenly thinking it releases carbon dioxide.",
1904,"📌 參考答案
B
B
📌 詳細解釋
在卡爾文循環中，5-C 複合物轉化為 3-C 複合物只涉及酶的作用，不需光能，因此在黑暗中仍可進行。
In the Calvin cycle, the conversion of a 5-C compound into a 3-C compound involves only enzymes and does not require light energy, so it can occur in darkness.
5-C 複合物不能與二氧化碳直接結合形成葡萄糖，而是先形成 3-C 複合物，再轉化為丙糖磷酸，最後合成葡萄糖。
The 5-C compound cannot directly combine with carbon dioxide to form glucose; it first forms 3-C compounds, which are converted to triose phosphate, and finally synthesized into glucose.
因此，選項 B 的描述錯誤，是題目的正確答案。
Therefore, the description in Option B is incorrect, making it the correct answer for this question.
光化反應產生的 ATP 提供能量將丙糖磷酸轉化回 5-C 複合物，沒有光則無法進行再生。
ATP produced from the light-dependent reactions provides energy to convert triose phosphate back to the 5-C compound; without light, regeneration cannot occur.
若沒有光線產生 NADPH，3-C 複合物便不能轉化為丙糖磷酸，5-C 複合物的再生過程隨之停止。
Without light to produce NADPH, the 3-C compound cannot be converted to triose phosphate, and the regeneration process of the 5-C compound stops.
📌 考試提醒
卡爾文循環需要光化反應所產生的 ATP 和 NADPH 來推動 3-C 複合物的還原及 5-C 複合物的再生。
The Calvin cycle requires ATP and NADPH produced from the light-dependent reactions to drive the reduction of 3-C compounds and the regeneration of the 5-C compound.
常見錯誤：錯誤以為 5-C 複合物能直接與二氧化碳結合成葡萄糖，忽略了丙糖磷酸等中間產物。
Common trap：Mistakenly believing that the 5-C compound can directly combine with carbon dioxide to form glucose, ignoring intermediates like triose phosphate.",
1905,"📌 參考答案
D
D
📌 詳細解釋
樹冠層底部的葉子被頂部遮蔽，無法獲得足夠的陽光進行光合作用。
Leaves at the bottom of the tree crown are shaded by the top and cannot receive enough sunlight for photosynthesis.
葉子越大，接收陽光照射的表面面積就越大，藉此可以收集足夠的光能。
The larger the leaf, the greater the surface area exposed to sunlight, allowing it to collect sufficient light energy.
樹冠頂部的葉子沒有水分不足的問題，因為蒸騰拉力能使水分不斷流動。
Leaves at the top of the crown do not face water shortages because the transpiration pull keeps water flowing continuously.
底部的葉子光合作用速率較慢，不太可能產生並儲存更多食物。
Leaves at the bottom have a slower rate of photosynthesis and are unlikely to produce and store more food.
📌 考試提醒
植物葉片的大小和形態是適應環境光照強度的特徵，以極大化光合作用的效率。
The size and morphology of plant leaves are adaptive features to environmental light intensity to maximize the efficiency of photosynthesis.
常見錯誤：將葉片變小誤解為缺乏水分的結果，或錯誤假設大葉片的唯一用途是儲存食物。
Common trap：Misinterpreting smaller leaves as a result of water shortage, or falsely assuming that the only purpose of large leaves is to store food.",
1906,"📌 參考答案
A

📌 詳細解釋
玻璃瓶內的部分因化學藥品吸收了二氧化碳，缺乏原料，無法進行光合作用。
The part inside the glass bottle lacks carbon dioxide due to the absorbing chemical, so it cannot perform photosynthesis.
木塞遮蓋的部分無法接收光線，因此也不能進行光合作用。
The part covered by the cork cannot receive light, so photosynthesis cannot occur there either.
黃色部分本身缺乏葉綠素，無法吸收光能，同樣不能進行光合作用。
The yellow part lacks chlorophyll to absorb light energy, so it also cannot perform photosynthesis.
只有暴露於陽光下的綠色部分能進行光合作用產生葡萄糖，並合成為澱粉，在碘液試驗中呈藍黑色。
Only the green part exposed to sunlight can perform photosynthesis to produce glucose, which is synthesized into starch and turns blue-black in the iodine test.
📌 考試提醒
光合作用必須同時具備光線、二氧化碳及葉綠素，缺一不可。
Photosynthesis requires the simultaneous presence of light, carbon dioxide, and chlorophyll; none can be missing.
常見錯誤：忘記斑葉的黃色部分缺乏葉綠素，誤以為只要有光和二氧化碳就會呈藍黑色。
Common trap：Forgetting that the yellow part of a variegated leaf lacks chlorophyll, mistakenly thinking it will turn blue-black as long as light and carbon dioxide are present.",
1907,"✅ 參考答案 Answer
C – 3 個獨立變項

🧩 詳細解釋 Detailed Explanation
獨立變項是指在實驗中被刻意改變或控制的因素，用以觀察其對應變項（結果）的影響。
An independent variable is a factor that is intentionally changed or controlled in an experiment to observe its effect on the dependent variable.

在這個光合作用實驗中，研究者分別改變了：
In this photosynthesis experiment, the factors that were varied include:

二氧化碳的存在與否 — 是否提供 CO₂ 做為反應原料。
Presence or absence of carbon dioxide — whether CO₂ is supplied as a reactant.

光線的存在與否 — 是否有光源提供能量給光合作用。
Presence or absence of light — whether light energy is available for photosynthesis.

葉綠素的存在與否 — 是否有葉綠素吸收光能。
Presence or absence of chlorophyll — whether chlorophyll is present to capture light energy.

因此，實驗中涉及 三個獨立變項。
Therefore, there are three independent variables involved in the experiment.

🎯 考試提醒 Exam Tips
🧠 記住定義：獨立變項 = 實驗中研究者主動改變的條件，用來測試對結果的影響。
Remember: an independent variable is one that is manipulated by the investigator to test its effect.

⚡ 常見例子：在光合作用實驗中，三個關鍵因素是

光線 (light)
二氧化碳 (carbon dioxide)
葉綠素 (chlorophyll)
📚 小提示：這三者是光合作用三大必要條件，題目若問「涉及多少個獨立變項」，大多答案就是 3。
Tip: These three are the essential requirements for photosynthesis; when asked “how many independent variables,” the answer is usually 3.",
1908,"📌 參考答案
A

📌 詳細解釋
吞噬作用是主動過程，需要能量使細胞膜運動並形成偽足，不依賴濃度梯度。
Phagocytosis is an active process requiring energy to move the cell membrane and form pseudopodia, independent of a concentration gradient.
主動轉運需要載體蛋白逆濃度梯度運送物質，同樣需要能量輸入。
Active transport requires carrier proteins to move substances against a concentration gradient, which also requires energy input.
滲透作用是被動過程，不需要能量，僅取決於溶液的濃度梯度（水勢梯度）。
Osmosis is a passive process that requires no energy and depends solely on the concentration gradient (water potential gradient) of the solutions.
擴散作用是被動過程不需能量；而滲透作用不一定需要膜蛋白。
Diffusion is a passive process requiring no energy; and osmosis does not necessarily require membrane proteins.
📌 考試提醒
吞噬作用涉及細胞膜的大幅度變形，必須消耗 ATP 來推動。
Phagocytosis involves significant deformation of the cell membrane and strictly requires the consumption of ATP.
常見錯誤：混淆了主動轉運和吞噬作用對膜蛋白的需求，吞噬作用依賴細胞膜包圍而非單一載體蛋白。
Common trap：Confusing the requirement of membrane proteins for active transport and phagocytosis; phagocytosis relies on cell membrane engulfment rather than a single carrier protein.",
1909,"📌 參考答案
B — 只有 (1) 和 (3)
B — Only (1) and (3)
📌 詳細解釋
使用較大的針筒可以增加容量，收集更大體積的氧氣。
Using a larger syringe increases the capacity to collect a larger volume of oxygen.
減少加入過氧化氫溶液的體積，即減少了受質量，從而減少產生的氧氣體積。
Reducing the volume of hydrogen peroxide solution added decreases the amount of substrate, thereby reducing the volume of oxygen produced.
錐形瓶的大小只改變容器空間，完全不會影響過氧化氫酶分解受質所產生氧氣的總體積。
The size of the conical flask only changes the container space and does not affect the total volume of oxygen produced by the catalase decomposing the substrate.
因此，改動 (1) 和 (3) 才能有效收集數據。
Therefore, modifying (1) and (3) can effectively allow data collection.
📌 考試提醒
在酶的實驗中，生成物的最大體積取決於受質的總量，而非反應容器的大小。
In enzyme experiments, the maximum volume of product depends on the total amount of substrate, not the size of the reaction container.
常見錯誤：誤以為錐形瓶較大會改變反應環境，從而影響所收集到的氣體體積。
Common trap：Mistakenly believing that a larger conical flask would alter the reaction environment, thereby affecting the volume of gas collected.",
1910,"📌 參考答案
A

📌 詳細解釋
改變溫度會改變過氧化氫酶的活性，從而影響產生氧氣的速率。
Changing the temperature alters the activity of catalase, thereby affecting the rate of oxygen production.
在 0-W 時段，反應仍在進行，氣體體積的增加取決於反應速率，最能反映酶的活性。
During the 0-W interval, the reaction is still ongoing, and the increase in gas volume depends on the reaction rate, which best reflects enzyme activity.
在時間 X、Y 和 Z，所有受質已被消耗，收集的氣體體積已達到最大值。
At times X, Y, and Z, all substrates have been consumed, and the collected gas volume has reached its maximum.
氣體體積最大值只取決於受質量，不受酶活性的變化影響。
The maximum gas volume depends only on the amount of substrate and is not affected by changes in enzyme activity.
📌 考試提醒
量度酶活性的最佳時機是反應的初始階段，因受質濃度充足且不受反應終點影響。
The best time to measure enzyme activity is during the initial stage of the reaction, as the substrate concentration is sufficient and unaffected by the reaction end point.
常見錯誤：錯誤選擇整段時間（0-Z），忽略了反應末期受質耗盡導致氣體體積恆定的事實。
Common trap：Mistakenly selecting the entire period (0-Z), ignoring the fact that the gas volume becomes constant at the end of the reaction due to substrate depletion.",
