編號,答案,類近題目
2201,"📌 參考答案
A. X：氧；Y：葡萄糖；Z：水
A. X: oxygen; Y: glucose; Z: water
📌 詳細解釋
氧氣是非極性分子，可直接透過磷脂雙分子層（X）擴散。
Oxygen is a non-polar molecule that diffuses directly through the phospholipid bilayer (X).
葡萄糖是較大的極性分子，必須透過載體蛋白（Y，圖中會改變形狀）進行攝取。
Glucose is a large polar molecule that must be taken up via a carrier protein (Y, which changes shape in the diagram).
水分子透過通道蛋白（Z）進行快速滲透。
Water molecules undergo rapid osmosis through channel proteins (Z).
其他選項配對錯誤，因忽略了分子的極性及圖中膜蛋白的具體形狀。
Other options are incorrectly paired due to ignoring molecular polarity and the specific shapes of membrane proteins shown.
📌 考試提醒
通道蛋白提供固定孔道，載體蛋白會改變構象以運送物質。
Channel proteins provide fixed pores, while carrier proteins change their conformation to transport substances.
常見錯誤：學生常以為水分子只能直接穿過磷脂層，而忽略水孔蛋白的存在及蛋白形態區分。
Common trap：Students often think water only passes directly through the phospholipid bilayer, ignoring aquaporins and failing to distinguish protein shapes.",
2202,"📌 參考答案
C. 只有(2)和(3)
C. (2) and (3) only
📌 詳細解釋
螺旋型構造（1）與鹼基比例無直接關係，因此錯誤。
The helical structure (1) has no direct relationship with base ratios, hence it is incorrect.
在雙鏈 DNA（2）中，根據互補鹼基配對原則（3），A與T配對，C與G配對。
In double-stranded DNA (2), according to the complementary base pairing rule (3), A pairs with T and C pairs with G.
因此 A+C 必定等於 T+G，各佔總數的 50%。
Therefore, A+C must equal T+G, each accounting for 50% of the total.
選項 A、B、D 未完整包含所有必要邏輯條件或包含無關的螺旋特徵。
Options A, B, and D fail to include all necessary logical conditions completely or contain the irrelevant helical feature.
📌 考試提醒
雙鏈 DNA 必定符合 A+G = C+T = 50% 及 A+C = T+G = 50% 的數學關係。
Double-stranded DNA must satisfy the mathematical relationships A+G = C+T = 50% and A+C = T+G = 50%.
常見錯誤：誤以為 A+C=50% 是因為 A 和 C 互相配對。
Common trap：Misunderstanding that A+C=50% occurs because A pairs with C.",
2203,"📌 參考答案
A. 等位基因；第一次減數細胞分裂
A. Alleles; First meiotic division
📌 詳細解釋
孟德爾的「遺傳因子」即為現今遺傳學所指的等位基因。
Mendel's ""hereditary factors"" refer to what modern genetics calls alleles.
控制同一特徵的等位基因位於一對同源染色體上。
Alleles controlling the same character are located on a pair of homologous chromosomes.
同源染色體的分離發生在第一次減數細胞分裂。
The separation of homologous chromosomes occurs during the first meiotic division.
選項 B、C、D 錯誤，因為遺傳因子並非染色體，且等位基因的分離並非在分離姐妹染色單體的第二次分裂發生。
Options B, C, and D are incorrect because hereditary factors are not chromosomes, and the segregation of alleles does not occur during the second division where sister chromatids separate.
📌 考試提醒
等位基因的分離對應同源染色體的分離。
The segregation of alleles corresponds to the separation of homologous chromosomes.
常見錯誤：學生常混淆基因與等位基因，以及減數分裂中兩次分裂的具體事件。
Common trap：Students often confuse genes with alleles and the specific events of the two divisions in meiosis.",
2204,"📌 參考答案
B. 4

📌 詳細解釋
圖中顯示減數分裂初期的細胞含有兩對（共4條）已複製的同源染色體。
The figure shows a cell in early meiosis containing two pairs (4 in total) of replicated homologous chromosomes.
該生物的體細胞為雙倍體（2n），因此染色體總數即為 4 條。
The somatic cells of this organism are diploid (2n), so the total number of chromosomes is exactly 4.
選項 A、C、D 的數字無法正確反映圖中顯示的兩對同源染色體總數。
Options A, C, and D represent numbers that fail to correctly reflect the total of two pairs of homologous chromosomes shown.
📌 考試提醒
每條由兩條姐妹染色單體組成的染色體只算作一條染色體。
A chromosome consisting of two sister chromatids is counted as only one chromosome.
常見錯誤：看見 8 條染色單體便誤將染色體數目當作 8。
Common trap：Seeing 8 chromatids and mistakenly counting the chromosome number as 8.",
2205,"📌 參考答案
B. (圖 B)
📌 詳細解釋
第一次減數分裂後期，紡錘絲縮短，將成對的同源染色體拉向細胞兩極。
During anaphase I of meiosis, spindle fibres shorten, pulling paired homologous chromosomes to opposite poles of the cell.
選項 B 正確顯示同源染色體正在分離；選項 A 為第二次分裂後期。
Option B correctly shows homologous chromosomes separating; Option A represents anaphase II.
選項 C 及 D 染色體排列於細胞赤道，屬於中期而非後期。
Options C and D show chromosomes aligned at the cell equator, which represents metaphase rather than anaphase.
📌 考試提醒
減數第一次分裂分離同源染色體，第二次分裂分離姐妹染色單體。
Meiosis I separates homologous chromosomes, whereas meiosis II separates sister chromatids.
常見錯誤：混淆減數分裂的中期（排列於赤道）與後期（拉向兩極）。
Common trap：Confusing metaphase (alignment at the equator) with anaphase (pulling to the poles) in meiosis.",
2206,"📌 參考答案
D. S

📌 詳細解釋
單卵雙生兒擁有完全相同的基因組合，其特徵差異僅由環境因素造成。
Monozygotic twins have identical genetic compositions; any differences in their characteristics are solely due to environmental factors.
特徵 S 在單卵雙生兒中的相似度最低，顯示其變異最大，受環境影響最深。
Characteristic S shows the lowest similarity among monozygotic twins, indicating the greatest variation and deepest environmental influence.
選項 A、B 的特徵完全不受環境影響，特徵 R 受環境影響程度小於 S。
Options A and B are completely unaffected by the environment, and characteristic R is less affected than S.
📌 考試提醒
單卵雙生兒的表現型差異是研究環境因素影響的最佳指標。
Phenotypic differences in monozygotic twins are the best indicators for studying the impact of environmental factors.
常見錯誤：混淆遺傳與環境對單卵或二卵雙生兒的不同影響。
Common trap：Confusing the different impacts of genetics and environment on monozygotic or dizygotic twins.",
2207,"📌 參考答案
C. X與Z的親緣關係較X與Y近。
C. X is more closely related to Z than to Y.
📌 詳細解釋
氨基酸序列相似度越高，代表物種間的親緣關係越近。
A higher similarity in amino acid sequences indicates a closer phylogenetic relationship between species.
X與Z的相似度（55%）高於X與Y（45%），因此C正確。
The similarity between X and Z (55%) is higher than that between X and Y (45%), thus C is correct.
選項A無法從有細胞壁確認，選項B無證據支持，選項D與相似度數據矛盾。
Option A cannot be confirmed merely by the presence of a cell wall, Option B lacks supporting evidence, and Option D contradicts the similarity data.
📌 考試提醒
蛋白質氨基酸序列的相似度是判斷演化親緣關係的重要分子證據。
The similarity of protein amino acid sequences serves as crucial molecular evidence for determining evolutionary relationships.
常見錯誤：錯誤假設細胞壁為原核生物獨有特徵，或錯誤解讀分子數據。
Common trap：Falsely assuming the cell wall is unique to prokaryotes, or misinterpreting molecular data.",
2208,"📌 參考答案
D. 以銨化合物的形式，將氮釋放回土壤。
D. release nitrogen in the form of ammonium compounds to the soil.
📌 詳細解釋
分解者將死去的有機物分解為無機的銨化合物，增加土壤肥力。
Decomposers break down dead organic matter into inorganic ammonium compounds, increasing soil fertility.
這能促進後續較大型植物群落的生長，從而推動生態演替。
This promotes the growth of subsequent larger plant communities, thereby driving ecological succession.
選項 A 是物理風化，選項 B 和 C 對增加土壤氮肥力無直接幫助。
Option A is physical weathering, and Options B and C do not directly aid in increasing soil nitrogen fertility.
📌 考試提醒
分解者的生態功能在於物質循環，特別是將有機氮轉化為植物可吸收的無機氮。
The ecological function of decomposers lies in material cycling, particularly converting organic nitrogen into inorganic nitrogen that plants can absorb.
常見錯誤：將分解者的作用與物理風化混淆。
Common trap：Confusing the role of decomposers with physical weathering.",
2209,"📌 參考答案
C. 只有(2)和(3)
C. (2) and (3) only
📌 詳細解釋
三種鳥類佔據不同的空間及捕食不同昆蟲，因此具有不同的生態位（2）。
The three bird species occupy different spatial areas and prey on different insects, thus possessing different ecological niches (2).
資源分配減少了牠們之間的資源重疊，從而減輕了種間競爭（3）。
Resource partitioning reduces their resource overlap, thereby alleviating interspecific competition (3).
選項中包含（1）皆錯誤，因為圖表資訊無法推導出昆蟲在樹上必定平均分佈。
Options containing (1) are incorrect because the chart provides no information to deduce that insects are necessarily evenly distributed on the tree.
📌 考試提醒
生態位不僅指生物的棲息地，還包括其攝食習性及與其他生物的關係。
An ecological niche refers not only to an organism's habitat but also to its feeding habits and relationships with other organisms.
常見錯誤：誤以為同一棵樹上的生物必定有完全相同的生態位和激烈的競爭。
Common trap：Assuming organisms on the same tree must have identical ecological niches and intense competition.",
2210,"📌 參考答案
D. 偏利共生
D. Commensalism
📌 詳細解釋
一同生活時，物種 X 的個體數目增長更快，表示 X 從中獲益。
When living together, the population of species X grows faster, indicating that X benefits.
物種 Y 的增長曲線在兩種情況下基本重疊，表示 Y 既無獲益也無明顯受害。
Species Y's growth curve remains largely overlapping in both scenarios, indicating Y neither benefits nor is significantly harmed.
選項 A、B、C 錯誤，互利共生是雙方獲益，而競爭與捕食必定有受害方。
Options A, B, and C are incorrect; mutualism benefits both, whereas competition and predation necessarily involve a harmed party.
📌 考試提醒
偏利共生是指兩種生物共同生活時，一方獲益而另一方不受影響。
Commensalism refers to a relationship between two organisms where one benefits while the other is unaffected.
常見錯誤：未能準確對比兩幅圖表中的斜率變化，常將偏利共生與互利共生混淆。
Common trap：Failing to accurately compare slope changes in the two graphs, often confusing commensalism with mutualism.",
