編號,答案,類近題目
9901,"📘第1題
📌 參考答案： B

📖 詳細解釋：
(1) 海豚是哺乳類動物，皮膚光滑無鱗。
(1) A dolphin is a mammal with smooth skin, not covered by scales.

(2) 魚類身上有鱗片覆蓋，因此具題目所說特徵。
(2) Fish have scales covering their bodies; thus, they meet the question’s condition.

(3) 陸龜屬爬行類動物，皮膚有鱗片覆蓋，同樣符合。
(3) A tortoise is a reptile, its skin covered with scales, so it also qualifies.

(4) 青蛙屬兩棲類，皮膚濕潤無鱗，需兼具氣體交換功能。
(4) A frog is an amphibian with moist scale-less skin used for gaseous exchange.

故選 (2) 及 (3)。
Hence, options (2) and (3) are correct.

📌 考試提醒：
「爬行動物＋魚」有鱗片；「哺乳＋兩棲」無鱗片。
“Reptiles + fish → have scales; mammals + amphibians → no scales.”",
9902,"📘第2題
📌 參考答案： B

📖 詳細解釋：
題中 P 有花 → 被子植物。
In the key, P has flowers, so it is an angiosperm.

(1b) 沒有花者進入下一層。 2a 有種子 → Q。
Those with no flowers go to step 2; 2a indicates seeds → Q.

裸子植物沒有花，但能結果實種子，正與 Q 相符。
A gymnosperm has no flowers but produces seeds, matching Q.

(3a) 和 (3b) 為蘚苔植物與藻類的分支，與題意不符。
Steps 3a and 3b refer to bryophytes and algae, which are unrelated to gymnosperms.

📌 考試提醒：
記住：「無花但有種子 → 裸子植物；有花有種子 → 被子植物。」
Remember: “No flower but seed → gymnosperm; flower and seed → angiosperm.”
",
9903,"📘第3題
📌 參考答案： A

📖 詳細解釋：
圖中植物外觀矮小，無維管束，具假根，因此屬蘚苔植物。
The plant in the photo is small, lacks vascular tissues, and has rhizoids—thus a bryophyte.

蘚苔植物沒有真正根部，只能以滲透作用吸水。
Bryophytes lack true roots and rely solely on osmosis for water intake.

其他選項錯因：
B 錯在蘚苔不以種子繁殖； C 錯在生於潮濕處； D 錯在不具花粉。
B is wrong—bryophytes reproduce by spores, not seeds; C incorrect—they live in damp areas; D wrong—they do not produce pollen.

📌 考試提醒：
出現「小型」「假根」「潮濕環境」→ 蘚苔植物。
When you see “small”, “rhizoid”, “moist environment” → think Bryophyta.",
9904,"📘第4題
📌 參考答案： D

📖 詳細解釋：
細胞種類 4 為木質部導管，由死亡細胞形成，內腔中空。
Cell type 4 is xylem vessel, formed by dead hollow cells.

死亡細胞無法進行代謝，因此不能分解食物以釋放能量。
Dead cells have no metabolism and therefore cannot break down food to release energy.

反觀 1、2、3 均為活細胞（皮層、形成層、韌皮部）。
In contrast, types 1, 2, and 3 (cortex, cambium, phloem) are all living cells.

📌 考試提醒：
「能量代謝 → 活細胞；輸水導管 → 死細胞。」
“Energy release → living cells; water transport → dead xylem cells.”",
9905,"📘第5題
📌 參考答案： D

📖 詳細解釋：
細胞種類 1 位於皮層，含澱粉粒，功能是貯存食物。
Cell type 1 in the cortex contains starch grains, so it stores food.

細胞種類 4 是木質部導管，負責運輸水分自根至莖葉。
Cell type 4 is xylem, responsible for transporting water from roots to leaves.

兩者分工清晰，前者儲存能量，後者供應水分。
One stores energy while the other conducts water for plant processes.

📌 考試提醒：
「澱粉粒→貯存；中空厚壁→輸水。」
“Starch granules → storage; hollow thick wall → water transport.”",
9906,"📘第6題
📌 參考答案： B

📖 詳細解釋：
結構 2 是皮脂腺，分泌皮脂，可在皮膚表面形成油性薄層。
Structure 2 is the sebaceous gland, which secretes sebum forming an oily layer on the skin surface.

此層可減少水分蒸發及具防菌功能。
This layer reduces water loss through evaporation and helps prevent microbial infection.

其他選項錯因：
1 為角質層（保護）； 3 為毛囊； 4 為汗腺，排汗反增水分流失。
1 = epidermis; 3 = hair follicle; 4 = sweat gland (increases water loss).

📌 考試提醒：
見「油脂」「防止水份流失」→ 皮脂腺。
Whenever you see “oil secretion” or “prevent water loss” → think sebaceous gland.",
9907,"📘第7題
📌 參考答案： A

📖 詳細解釋：
結構 1 為表皮最深層的 Malpighian 層，含有活躍分裂的基底細胞。
Structure 1 is the Malpighian layer (basal layer) with actively dividing cells.

這些細胞負責製造新皮膚細胞，替換脫落的表層角質細胞。
These cells generate new skin cells to replace dead keratinized ones at the surface.

其他選項錯因：
2 皮脂腺；3 毛囊；4 汗腺——皆非分裂細胞。
2 = sebaceous gland, 3 = hair follicle, 4 = sweat gland—none are sites of cell division.

📌 考試提醒：
「能分裂→表皮底層；能分泌→腺體結構。」
“Rapid division → basal epidermis; secretion → glands.”",
9908,"📘第8題
📌 參考答案： C

📖 詳細解釋：
澱粉為不溶於水的大分子，存在時不會明顯改變水的水勢。
Starch is a large, insoluble molecule, so its presence does not significantly alter water potential.

裝置 2 中的澱粉在澱粉酶作用下被分解為麥芽糖，後者能溶於水並降低水勢。
In set-up 2, the starch is digested by amylase into maltose, which dissolves in water, lowering the water potential.

因此，水從蒸餾水經透析管流入裝置 2 的速度較快，使毛細管內液面上升更多。
Therefore, more water enters through the dialysis tubing into set-up 2, raising the liquid level.

選項 C 正確，因「溶液 2 內產生糖份」導致滲透壓提高。
Option C is correct because “sugar formation in solution 2” increases osmotic pressure.

📌 考試提醒：
見「溶液 2 液面上升快」→通常是生成可溶物質使水勢下降所致。
When you see a faster rise in liquid level, it usually means soluble products lowered water potential.",
9909,"📘第9題
📌 參考答案： C

📖 詳細解釋：
(1) 錯：若用較細透析管，滲透作用的表面積變小，反而減低水份滲入速率。
(1) Incorrect: A narrower dialysis tube reduces surface area for osmosis, lowering water entry rate.

(2) 對：毛細管內徑愈小，水位上升時體積變化更明顯，因此液面升高得更快。
(2) Correct: A narrower capillary amplifies volume change, so the rise in water level becomes faster.

(3) 對：提高溫度至 30 °C 可提升澱粉酶酵速及滲透作用速率。
(3) Correct: Raising temperature to 30 °C increases amylase activity and accelerates osmosis.

因此(2) 及 (3) 正確。
Hence, options (2) and (3) are correct.

📌 考試提醒：
上升速度↑＝溫度↑ ＋ 有效表面積↑；注意分辨「毛細管內徑」與「透析管粗幼」。
Rate of rise ↑ = temperature ↑ + effective area ↑; be careful not to confuse capillary diameter with dialysis tubing size.",
9910,"📘第10題
📌 參考答案： C

📖 詳細解釋：
利用公式計算能量值：
Energy per gram = (Mw × C × ΔT) / Ms

糖的能量：20 × 4.2 × (60 − 20) ÷ 3 = 1120 J g⁻¹
For sugar: 20 × 4.2 × (60 − 20) ÷ 3 = 1120 J g⁻¹

食物 X 的能量：20 × 4.2 × (73 − 20) ÷ 2 = 2226 J g⁻¹
For food X: 20 × 4.2 × (73 − 20) ÷ 2 = 2226 J g⁻¹

X 的能量近為糖的兩倍，表示主要成分為脂肪或油類，因此 X 屬牛油。
The energy of X is roughly twice that of sugar, suggesting it contains mainly fats or oils, so X is butter.

其他選項錯因：
米、豆、奶粉 皆主要含碳水化合物或蛋白質，其能量密度低於脂肪。
Rice, beans, and milk powder are richer in carbohydrates or proteins, yielding lower energy per gram.

📌 考試提醒：
「脂肪能量高於糖約兩倍」→看到溫升顯著可判斷為脂肪類食物。
“Fat releases about twice the energy of carbohydrates” → a large temperature rise usually indicates lipid-rich food.
",
