編號,答案,類近題目
1401,"📌 答案 (Answer)
D. 消化澱粉質
D. Digestion of starch

📌 詳細解釋 (Detailed Explanation)
A. 轉化葡萄糖為糖原
葡萄糖（小分子）合成糖原（大分子），屬於合成代謝。
Glucose (small molecule) is synthesized into glycogen (large molecule), which is anabolism.
❌ 錯誤 / Wrong.
B. 吸收葡萄糖
吸收只是涉及擴散或主動運輸，沒有發生化學分解反應。
Absorption only involves diffusion or active transport, without chemical breakdown.
❌ 錯誤 / Wrong.
C. 乳化脂肪
乳化是物理變化，把脂肪分散為小液滴，並沒有化學分解。
Emulsification is a physical change, dispersing fats into small droplets without chemical breakdown.
❌ 錯誤 / Wrong.
D. 消化澱粉質
澱粉（大分子）在酶作用下水解為麥芽糖或葡萄糖（小分子），屬於分解代謝。
Starch (large molecule) is hydrolyzed by enzymes into maltose or glucose (small molecules), which is catabolism.
✅ 正確 / Correct.
📌 考試提醒 (Exam Tips)
分解代謝 = 大分子 → 小分子，通常伴隨能量釋放。

Catabolism = Large molecules → Small molecules, usually releasing energy.

合成代謝 = 小分子 → 大分子，通常需要能量。

Anabolism = Small molecules → Large molecules, usually requiring energy.

常見分解代謝例子：澱粉 → 葡萄糖，蛋白質 → 胺基酸，脂肪 → 甘油 + 脂肪酸。

Common catabolism examples: Starch → Glucose, Proteins → Amino acids, Fats → Glycerol + Fatty acids.

常見合成代謝例子：葡萄糖 → 糖原，胺基酸 → 蛋白質。

Common anabolism examples: Glucose → Glycogen, Amino acids → Proteins.",
1402,"📌 參考答案
C. 血紅蛋白轉運氧
C. Transport of oxygen by haemoglobin

📌 詳細解釋
血紅蛋白是一種位於紅血球細胞質內的球狀蛋白質，並不屬於細胞膜蛋白。
Haemoglobin is a globular protein located within the cytoplasm of red blood cells, not a membrane protein.
氧氣分子體積細小且不帶電荷，能透過簡單擴散直接穿過紅血球的磷脂雙分子層，無須膜蛋白協助。
Oxygen molecules are small and uncharged, allowing them to cross the phospholipid bilayer of red blood cells directly via simple diffusion without the aid of membrane proteins.
選項 A 的受體、選項 B 的載體蛋白及選項 D 的糖蛋白，均為鑲嵌在細胞膜上的蛋白質。
The receptors in option A, carrier proteins in option B, and glycoproteins in option D are all proteins embedded in the cell membrane.

📌 考試提醒
膜蛋白包括通道蛋白、載體蛋白、受體及抗原（如糖蛋白），它們負責物質轉運、訊息傳遞及細胞識別。
Membrane proteins include channel proteins, carrier proteins, receptors, and antigens (e.g., glycoproteins), which are responsible for substance transport, signal transduction, and cell recognition.
常見錯誤：學生常誤以為所有與物質運輸相關的蛋白質（如轉運氧氣的血紅蛋白）都是細胞膜上的轉運蛋白。
Common trap：Students often mistakenly assume that all transport-related proteins (like haemoglobin for transporting oxygen) are transport proteins on the cell membrane.",
1403,"📌 答案 (Answer)
D. (1), (3), (5), (2), (6)


📌 詳細解釋 (Detailed Explanation)
(1) 用 10X 接物鏡聚焦
先使用低倍鏡獲取大視野，方便尋找原生生物。
Start with the low-power (10X) objective to get a wider field of view and easily locate the specimen.
(3) 用 10X 接物鏡搜尋視野
確保樣本進入視野範圍，避免直接用高倍難以找到。
Ensure the specimen is within the field of view, avoiding difficulty when starting directly with high power.
(5) 移動玻片至原生生物位於視野中央
把觀察目標移至正中央，方便之後切換高倍鏡仍能觀察到。
Move the slide so the specimen is centered; this ensures it remains visible when switching to high power.
(2) 用 40X 接物鏡聚焦
切換高倍鏡 (40X) 後，再次精細調焦，以獲取更清晰影像。
Switch to the high-power (40X) objective and refocus carefully for a clearer image.
(6) 如有需要，調節光強度
在高倍鏡下影像較暗，因此需調整光強度來改善觀察效果。
At high magnification the image is darker, so light intensity should be adjusted if necessary.
📌 考試提醒 (Exam Tips)
觀察顯微鏡時應由低倍鏡開始，再轉高倍鏡。

Always begin with the low-power objective, then switch to high power.

樣本必須先置於視野中央，否則切換高倍會找不到。

Center the specimen before changing magnification, or it may be lost from view.

高倍鏡下影像會變暗，所以須要調節光強度。

At higher magnification images appear darker, so adjust light intensity accordingly.

粗調焦輪只用於低倍聚焦，高倍需用細調焦輪。

Use the coarse focus only at low power; fine focus is required at high power.",
1404,"📌 答案 (Answer)
D. 子細胞之間的大小相若
D. The daughter cells are roughly equal in size

📌 詳細解釋 (Detailed Explanation)
A. 子細胞內細胞器的數量與母細胞的一樣
原核生物沒有膜狀細胞器，僅有核糖體，因此說法不準確。
Prokaryotes lack membranous organelles, having only ribosomes, so this statement is inaccurate.
❌ 錯誤 / Wrong.
B. 子細胞內染色體的數目是母細胞的一半
原核生物用的是二分裂，不是減數分裂，因此子細胞染色體數量與母細胞相同。
Prokaryotic binary fission is not meiosis, so daughter cells have the same chromosome number as the mother cell.
❌ 錯誤 / Wrong.
C. 子細胞之間的等位基因有差異
二分裂通常不涉及遺傳重組，兩個子細胞遺傳物質相同。
Binary fission does not include genetic recombination, so the daughter cells are genetically identical.
❌ 錯誤 / Wrong.
D. 子細胞之間的大小相若
在二分裂中，母細胞將細胞質平均分配，因此兩個子細胞大小相近。
In binary fission, the mother cell divides its cytoplasm equally, producing daughter cells of similar size.
✅ 正確 / Correct.
📌 考試提醒 (Exam Tips)
原核生物以二分裂繁殖，過程快速而簡單。

Prokaryotes reproduce by binary fission, which is rapid and simple.

染色體會先自我複製，再平均分配至兩個子細胞。

The chromosome replicates first, then divides equally into the two daughter cells.

二分裂後的子細胞在基因上相同，遺傳上沒有差異。

Daughter cells from binary fission are genetically identical, with no genetic variation.

兩個子細胞大小相近，但若遇到不完全分裂或生長差異，仍可能稍有不同。

The daughter cells are similar in size, though minor differences may occur due to growth conditions.",
1405,"📌 參考答案
B. 葉綠體
B. Chloroplast

📌 詳細解釋
葉綠體是植物細胞中體積較大的細胞器，且天然含有綠色的葉綠素，因此在未經染色的臨時製片中，能直接用光學顯微鏡觀察到。
Chloroplasts are relatively large organelles in plant cells and naturally contain green chlorophyll, so they can be observed directly under a light microscope in an unstained temporary mount.
核糖體及內質網體積過小，必須使用電子顯微鏡才能觀察其精細結構。
Ribosomes and endoplasmic reticulum are too small and require an electron microscope to observe their fine structures.
粒線體雖然在特殊化學染色後可於光學顯微鏡下勉強看見，但在本題一般的顯微鏡觀察中是無法被清晰辨認的。
Although mitochondria can barely be seen under a light microscope after specific chemical staining, they cannot be clearly identified in a standard microscopic observation like in this question.

📌 考試提醒
在光學顯微鏡下觀察未染色的植物細胞時，通常只能清晰看見細胞壁、細胞膜、細胞質、大液泡及葉綠體。
When observing unstained plant cells under a light microscope, usually only the cell wall, cell membrane, cytoplasm, large vacuole, and chloroplasts are clearly visible.
常見錯誤：學生死記硬背粒線體絕對無法在光學顯微鏡下觀察，而忽略了是否經過特殊染色處理的前提。
Common trap：Students rote-learn that mitochondria can never be observed under a light microscope, ignoring the prerequisite of whether specific staining has been applied.",
1406,"📌 答案 (Answer)
A. 每小時釋出 0.6 mL 氧
A. Releases 0.6 mL oxygen per hour

📌 詳細解釋 (Detailed Explanation)
初始讀數 = 0.1 mL

Initial reading = 0.1 mL

30 分鐘後讀數 = 0.4 mL

Reading after 30 minutes = 0.4 mL

氧氣釋出量 = 0.4 – 0.1 = 0.3 mL（30 分鐘內）

Oxygen released = 0.4 – 0.1 = 0.3 mL (in 30 minutes)

因為 1 小時 = 60 分鐘 = 兩倍時間 → 氧氣釋出量 = 0.3 × 2 = 0.6 mL

Since 1 hour = 60 minutes = twice the time → oxygen released = 0.3 × 2 = 0.6 mL

👉 所以光合作用速率 = 每小時釋出 0.6 mL 氧
👉 Therefore, photosynthesis rate = 0.6 mL oxygen released per hour

📌 考試提醒 (Exam Tips)
若實驗裝置中 CO₂ 濃度保持恆定，則量筒內氣體變化代表 O₂ 的產量。

If CO₂ concentration is kept constant, changes in gas volume represent O₂ production.

計算速率時須要注意單位換算：分鐘 ↔ 小時。

When calculating rates, always convert units correctly: minutes ↔ hours.

光合作用速率常以 O₂ 的釋出量或 CO₂ 的吸收量計算。

Photosynthetic rate is usually measured by O₂ release or CO₂ uptake.

題目若提及「釋出 O₂」或「吸收 CO₂」，要看實驗設置是偵測哪種氣體。

If the question mentions “O₂ release” or “CO₂ uptake,” check which gas the setup measures.

",
1407,"📌 答案 (Answer)
A. 實驗期間該植物也進行呼吸作用。
A. The plant also carried out respiration during the experiment.

📌 詳細解釋 (Detailed Explanation)
A. 實驗期間該植物也進行呼吸作用 (Correct)
植物呼吸作用會消耗部分光合作用產生的氧氣。
Respiration consumes some of the oxygen produced by photosynthesis.
因此實際測到的氧氣釋出量 < 真正光合作用產生的氧氣。
Therefore, the measured oxygen release is less than the true photosynthetic oxygen production.
✅ 最合理原因 / Most reasonable reason.
B. 實驗期間該植物也進行蒸騰作用
蒸騰作用主要失去水分，與氧氣測定無直接關係。
Transpiration mainly causes water loss and does not directly affect oxygen measurement.
❌ 錯誤 / Wrong.
C. 實驗期間空氣的溫度有所增加
溫度增加會改變速率，但題目問的是「測得的速率比實際低」，這不是最佳解釋。
Temperature may affect rate, but it doesn’t directly explain why measured rate < actual rate.
❌ 不合題意 / Not the best reason.
D. 實驗期間大氣壓力有所減少
壓力變化對氣體體積測量影響不明顯，題目中沒有提示。
Pressure changes have little relevance to oxygen release in this setup.
❌ 錯誤 / Wrong.
📌 考試提醒 (Exam Tips)
光合作用速率常以 O₂ 產量偵測，但呼吸作用會同時消耗 O₂。

Photosynthesis rate is often measured by O₂ production, but respiration simultaneously consumes O₂.

實測值 = 光合作用產生 O₂ – 呼吸作用消耗 O₂。

Measured value = O₂ produced by photosynthesis – O₂ consumed by respiration.

因此測得的速率通常比實際速率低。

Thus, measured rate is usually lower than the actual rate.",
1408,"📌 參考答案
B.

📌 詳細解釋
要找出植物的實際光合作用速率，必須設置黑暗對照實驗來量度植物本身的呼吸作用速率。
To determine the plant's actual photosynthetic rate, a dark control experiment must be set up to measure its own rate of respiration.
在沒有光線的環境下（選項B的遮光盒），植物只會進行需氧呼吸而消耗氧氣並釋出二氧化碳。
In a dark environment (the light-proof box in option B), the plant will only carry out aerobic respiration, consuming oxygen and releasing carbon dioxide.
化學物 X（如碳酸氫鹽緩衝液）此時會吸收呼吸作用產生出的額外二氧化碳，令裝置內氣體體積的減少量能準確代表氧氣的淨消耗量。
Chemical X (such as hydrogencarbonate buffer) will absorb the extra carbon dioxide produced by respiration, making the decrease in gas volume accurately represent the net amount of oxygen consumed.

📌 考試提醒
實際光合作用速率等於淨光合作用速率（表觀速率）加上呼吸作用速率。
The actual photosynthetic rate equals the net photosynthetic rate (apparent rate) plus the respiration rate.
常見錯誤：學生忽視化學物 X 雙向維持二氧化碳濃度的緩衝功能，誤以為它純粹只能吸收二氧化碳。
Common trap：Students overlook the dual buffering function of chemical X in maintaining carbon dioxide concentration, mistakenly believing it can solely absorb carbon dioxide.",
1409,"📌 參考答案 (Suggested Answer)
✅ B

📌 詳細解釋 (Detailed Explanation)
開始階段 (Initial phase)

溫度上升會使酶的活性加快 → 反應速率上升更快。
Therefore, at 35 °C > 25 °C, product accumulates faster.
中後期 (Later phase)

雖然速率不同，但 底物的總量相同。
不論 25 °C 還是 35 °C，反應最終會消耗掉相同的底物。
Hence, the final product amount is equal at 25 °C and 35 °C.
曲線判斷 (Curve choice)

正確曲線 → 較高溫度 (35 °C) 斜率較大，但最後與 25 °C 達到相同平台值。
This matches Graph B.
📌 考試提醒 (Exam Tips)
速率與總量 Rate vs total amount

提高溫度 → 酶作用速率 ↑（但不改變總底物量）。
Raising temperature → enzyme works faster (does not change total substrate).
平台值 Plateau

最後產物量取決於底物總量，不受溫度影響。
Final product amount depends on substrate, not temperature.
常見陷阱 Common trap

誤以為高溫能增加 最終產物量。其實只改變 速率，不改變 總量。
Mistaken idea: higher temperature gives more product. Reality: it only changes rate, not final yield.",
1410,"📌 參考答案 (Suggested Answer)
✅ A. 所有 F₁ 個體均具正常翅膀。
✅ A. All F₁ offspring have normal wings.

📌 詳細解釋 (Detailed Explanation)
觀察 F₁ (Cross I)

F₁ 中 12 雌 +11 雄 = 全部正常翅膀。
In F₁, 12 females + 11 males = all normal wings.
→ 說明「正常翅膀」為顯性。
→ Indicates normal wing is dominant.

📌 選項分析 (Options Analysis)
A. 所有 F₁ 個體均具正常翅膀。 ✅

中文：F₁ 只有正常型，這是判斷「正常翅膀為顯性」的最直接證據。
English: In F₁ only normal phenotype appears, which is the strongest evidence that normal wing is dominant.
B. F₂ 中，正常翅膀 : 短翅膀 ≈ 3:1。 ❌

中文：親代表現型的基因型不明（可能是純合或雜合），因此無法確定比例必然是 3:1。
English: Since the parental genotypes are unknown (could be homozygous or heterozygous), a 3:1 ratio in F₂ cannot be guaranteed.
C. F₂ 中雌性正常翅膀個體數 ≈ 雌性短翅膀個體數。 ❌

中文：雌雄數目差異與顯隱性無關，不能用來判斷正常翅膀是否為顯性。
English: The number of females versus males is unrelated to dominance; cannot be used as evidence of dominance.
D. F₂ 中正常翅膀的雌雄總數 ≈ 短翅膀的雌雄總數。 ❌

中文：兩種表型個體數接近，不能證明顯隱性，只能顯示性狀傳遞方式複雜，與本題無關。
English: Similar counts of two phenotypes do not confirm dominance; they only reflect inheritance patterns and are irrelevant to proving dominance.
📌 總結 (Conclusion)
最佳證據 Best evidence = F₁ 全為正常翅膀 (All F₁ are normal wings) → A

📌 考試提醒 (Exam Tips)
顯隱性判斷 Dominance test

若所有 F₁ 有相同表型 → 該性狀為顯性。
If all F₁ show the same phenotype → that trait is dominant.
比例陷阱 Ratio trap

3:1 應出現在 F₂ 分離，不是 F₁。
3:1 ratio applies to F₂ segregation, not F₁.
雌雄個體數 → 決定於性染色體分配，與顯隱性沒直接關係。

Male/female counts → determined by sex chromosomes, unrelated to dominance.",
