編號,答案,類近題目
1701,"📌 參考答案
C. 氨基酸形成肌肉纖維的同化作用 → 合成代謝
C. Formation of muscle fibers from amino acids (anabolism) → anabolic metabolism

📌 詳細解釋 (Detailed Explanation)

1(A) 脂類在小腸內消化 / Digestion of lipids in the small intestine ❌

中文：脂肪在小腸內被分解為脂肪酸和甘油 → 屬於大分子分解成小分子 → 分解代謝。
English: Lipids are broken down into fatty acids and glycerol in the small intestine → large molecules broken into smaller ones → catabolism.
2 (B) 多餘能量以糖原形式貯存 / Excess energy stored as glycogen ❌

中文：葡萄糖聚合形成糖原 → 應歸類於合成代謝，而不是分解代謝。
English: Glucose molecules join together to form glycogen → this is anabolism, not catabolism.
3 (C) 氨基酸形成肌肉纖維 / Amino acids forming muscle fibers ✅

中文：氨基酸 → 蛋白質 → 肌肉纖維。這是小分子合成大分子的過程 → 合成代謝。
English: Amino acids → proteins → muscle fibers. This is building up smaller units into larger molecules → anabolism.
👉 正確配對 / Correct matching.
4 (D) 已消化的食物在小腸吸收 / Absorption of digested food in the small intestine ❌

中文：小腸吸收只是物質轉運，不涉及分解或合成 → 不是代謝。
English: Absorption is simply transport of digested molecules, not breakdown or synthesis → not metabolism.
📌 考試提醒 (Exam Tips)

合成代謝 Anabolism：小分子 → 大分子 (需要能量) / small → large (requires energy)
分解代謝 Catabolism：大分子 → 小分子 + 能量 / large → small + releases energy
吸收 Absorption：物質進入血液或淋巴，不屬於代謝 / molecules move into blood or lymph, not metabolism",
1702,"📌 參考答案 (Suggested Answer)
✅ B. 只有 (1) 和 (3)
✅ B. Only (1) Mouth and (3) Small intestine

📌 詳細解釋 (Detailed Explanation)
酶 X = 澱粉酶 (amylase)

Enzyme X = amylase

(1) 口腔 (mouth)：唾腺分泌 唾液澱粉酶 (salivary amylase) → 開始分解澱粉。

(1) Mouth: Salivary glands secrete salivary amylase → start breaking down starch.

(2) 胃 (stomach)：胃液呈強酸性 → 使澱粉酶失活 → 不消化澱粉。

(2) Stomach: Gastric juice is strongly acidic → deactivates amylase → no starch digestion.

(3) 小腸 (small intestine, 特別是十二指腸 duodenum)：胰液含有 胰澱粉酶 (pancreatic amylase) → 繼續分解澱粉成麥芽糖。

(3) Small intestine (especially duodenum): Pancreatic juice contains pancreatic amylase → continues breaking starch into maltose.

📌 考試提醒 (Exam Tips, 中英對照)
澱粉酶的作用場所 (Sites of amylase activity):
✔ 口腔 Mouth → 唾液澱粉酶開始 starch digestion by salivary amylase
✘ 胃 Stomach → 酸性使澱粉酶失活 amylase inactivated by acidic pH
✔ 小腸 Small intestine → 胰澱粉酶繼續分解 starch digestion continues by pancreatic amylase",
1703,"📌 參考答案 (Suggested Answer)
✅ A

📌 詳細解釋 (Detailed Explanation)
試管 R：含有澱粉和澱粉酶，剛開始實驗時澱粉還沒有被消化。

Test tube R: Contains starch and amylase; at the start of the experiment, starch has not been digested yet.

本立德試驗 (Benedict’s test)：檢測還原糖。開始時沒有還原糖 → 結果：負。

Benedict’s test: detects reducing sugars. At the start, no reducing sugar present → Result: negative.

碘液試驗 (iodine test)：檢測澱粉。起始有澱粉存在 → 結果：正。

Iodine test: detects starch. Initially starch is present → Result: positive.

蛋白質測試 (protein test)：檢測蛋白質。澱粉酶本身是蛋白質 → 結果：正。

Protein test: detects protein. Amylase itself is a protein → Result: positive.

➡ 故答案為：本立德試驗負；碘液試驗正；蛋白質測試正 = A。

📌 考試提醒 (Exam Tips)
本立德試驗 Benedict’s test → ✔ 還原糖 reducing sugar

碘液試驗 Iodine test → ✔ 澱粉 starch

蛋白質測試 Protein test → ✔ 蛋白質 protein

注意：

起始時澱粉尚未分解 → 本立德試驗負 (no reducing sugar yet)。
澱粉存在 → 碘液試驗正。
酶是蛋白質 → 蛋白質測試正。",
1704,"📌 參考答案 (Suggested Answer)
✅ C

📌 詳細解釋 (Detailed Explanation)
題目問的是：哪一項不是這個實驗設計的目的。

The question asks: Which is NOT the purpose of the experimental design.

A (設計試管 P)：檢測澱粉溶液在碘液下會呈陽性反應，證明澱粉存在 → 正確。

A (Tube P): Checks that starch solution gives a positive iodine test → confirms presence of starch → correct.

B (設計試管 Q)：檢測酶 X 本身不能令本立德試驗結果呈陽性 → 證明反應結果不是因為酶本身含還原糖 → 正確。

B (Tube Q): Ensures enzyme X alone does not give a positive Benedict’s test → confirms result isn’t due to sugar in enzyme solution → correct.

C (設計試管 S)：作用是檢測澱粉酶受熱變性後失去作用，而不是「展示液 X 經煮沸後會變性」這麼簡單，所以題目所給描述不完整 → 錯。

C (Tube S): Its purpose is to show amylase is denatured by boiling (loses function), NOT merely “to show boiled solution changes” → description given is incorrect → wrong one.

D (設計水浴)：提供穩定溫度(37°C)，模擬人體體溫 → 正確。

D (Water bath): Provides stable temperature (37°C), simulates human body condition → correct.

➡ 因此錯誤描述的是 C。

📌 考試提醒 (Exam Tips)
試管 P / Tube P → 驗證澱粉 starch detection (iodine test)
試管 Q / Tube Q → 驗證酶溶液本身不含還原糖 enzyme solution doesn’t contain reducing sugar
試管 S / Tube S → 對照加熱變性，用來確認澱粉酶失活 control (denature enzyme by boiling)
水浴 Water bath → 提供恆溫，模擬人體內環境 provides optimum temp, simulates body environment",
1705,"📌 參考答案
A. 它們的活性部位有相似的形狀。
A. Their active sites have similar shapes.

📌 詳細解釋 (Detailed Explanation)

選項 A ✅

中文：雖然不同酵母的麥芽糖酶分子大小不一，但「活性部位」的形狀相似，才能與相同的底物麥芽糖結合並作用。
English: Although maltase molecules vary in size among yeasts, their active sites must be similar in shape to bind the same substrate (maltose).
選項 B ❌

中文：氨基酸序列不可能完全相同，不同來源的酶仍有差異。
English: The amino acid sequences cannot be exactly the same; enzymes from different sources usually differ.
選項 C ❌

中文：酵素的最適溫度取決於結構，不同來源的酵素最適溫度會不同。
English: Optimum temperature depends on enzyme structure, so different enzymes may have different optimum temperatures.
選項 D ❌

中文：三維結構由完整氨基酸序列所決定，因此不同酵素的三維結構也不同。
English: The three-dimensional structure is determined by the complete amino acid sequence, so enzymes from different sources will not share the same 3D structure.
📌 考試提醒 (Exam Tips)

活性部位 Active site

中：相同類型酶在不同生物中可能有相似的活性部位形狀。
Eng: Same type of enzyme in different organisms may have similar active site shapes.
氨基酸序列 Amino acid sequence

中：不同來源的酵素其序列差異通常很大。
Eng: Enzymes from different sources usually have significant sequence differences.
最適溫度 Optimum temperature

中：因結構差異而不同物種酵素具有不同的最適溫度。
Eng: Due to structural differences, enzymes from different species have different optimum temperatures.
三維結構 3D structure

中：由整體氨基酸序列決定，通常在不同來源的酵素中差異大。
Eng: Determined by overall amino acid sequence, usually very different among enzymes from different sources.",
1706,"📌 參考答案
C. 水的光解
C. Photolysis of water

📌 詳細解釋
選項 A、B 和 D 均屬於卡爾文循環的步驟，這些過程發生在葉綠體的基質中。
Options A, B and D are steps of the Calvin cycle, which occur in the stroma of the chloroplast.
選項 C 是光反應的關鍵步驟，必須在類囊體膜上進行以吸收光能。
Option C is a key step of the light-dependent reactions, which must take place on the thylakoid membrane to absorb light energy.
選項 A 和 B 是錯誤的選項，因為二氧化碳受體再生與三碳化合物還原並不依賴光能直接驅動。
Options A and B are incorrect because the regeneration of the carbon dioxide acceptor and the reduction of the 3-C compound are not directly driven by light energy.
選項 D 也是錯誤的，因為二氧化碳固定同樣屬於暗反應階段。
Option D is also incorrect because carbon fixation also belongs to the light-independent stage.

📌 考試提醒
光反應在類囊體膜上進行，而暗反應（卡爾文循環）則在基質中進行。
The light-dependent reactions occur on the thylakoid membrane, while the light-independent reactions (Calvin cycle) occur in the stroma.
常見錯誤：學生常混淆光反應與暗反應的發生位置，誤以為兩者都在基質進行。
Common trap：Students often confuse the sites of the light-dependent and light-independent reactions, mistakenly thinking both occur in the stroma.",
1707,"📌 參考答案 (Suggested Answer)
✅ C. 丙酮酸鹽轉化為乙醯輔酶 A — 線粒體
✅ C. Conversion of pyruvate to acetyl‑CoA — mitochondrion

📌 詳細解釋 (Detailed Explanation)
逐一檢視：

A. NAD 再生 — 細胞質

錯誤。NAD 再生是透過電子傳遞鏈的氧化磷酸化完成，發生在 線粒體內膜，不是細胞質。
Incorrect. NAD regeneration occurs in oxidative phosphorylation in the mitochondrial inner membrane, not cytoplasm.
B. 產生二氧化碳 — 細胞質

錯誤。CO₂ 產生於 丙酮酸轉換 & 克雷氏循環 (Krebs cycle)，都在 線粒體，不是細胞質。
Incorrect. CO₂ is released in pyruvate conversion & Krebs cycle, both in the mitochondrion, not cytoplasm.
C. 丙酮酸鹽轉化為乙醯輔酶 A — 線粒體

正確。此反應在 線粒體基質 (mitochondrial matrix) 進行。
Correct. This reaction takes place in the mitochondrial matrix. ✅
D. 丙糖磷酸轉化為丙酮酸鹽 — 線粒體

錯誤。此作用屬於 糖酵解 glycolysis，發生於 細胞質 cytoplasm，不是線粒體。
Incorrect. This is part of glycolysis, which occurs in the cytoplasm, not mitochondrion.
📌 考試提醒 (Exam Tips)
糖酵解 Glycolysis (cytoplasm):
丙糖磷酸 → 丙酮酸鹽
Triose phosphate → pyruvate

丙酮酸鹽轉換 Pyruvate conversion (mitochondrial matrix):
丙酮酸鹽 → 乙醯輔酶 A + CO₂
Pyruvate → acetyl‑CoA + CO₂

克雷氏循環 Krebs cycle (mitochondrial matrix):
產生 CO₂，還原 NAD⁺/FAD → NADH/FADH₂
Releases CO₂, reduces NAD⁺/FAD → NADH/FADH₂

電子傳遞鏈 ETC (mitochondrial inner membrane):
再生 NAD，產生 ATP (氧化磷酸化)
Regenerates NAD, produces ATP (oxidative phosphorylation)",
1708,"📌 參考答案 (Suggested Answer)
✅ B


📌 詳細解釋 (Detailed Explanation)
父親 O 型 (ii) → 只能提供等位基因 i。

Father blood group O (ii) → can only pass allele i.

母親 B 型 → 基因型可能是 IᴮIᴮ (純合 homozygous) 或 Iᴮi (雜合 heterozygous)。

Mother blood group B → may be genotype IᴮIᴮ (homozygous) or Iᴮi (heterozygous).

若母親是 IᴮIᴮ → 孩子必定 100% 為 B 型 (Iᴮi)。

If mother is IᴮIᴮ → 100% of children will be blood group B (Iᴮi).

若母親是 Iᴮi → 孩子有 50% B 型 (Iᴮi)、50% O 型 (ii)。

If mother is Iᴮi → children will be 50% B (Iᴮi) and 50% O (ii).

題目所說兩個孩子都是 B 型 → 只是巧合，不能推論母親必為純合。

Both children being blood group B → is a matter of chance, not proof that the mother is homozygous.

📌 考試提醒 (Exam Tips)
血型基因型 Blood group genotypes

A：IᴬIᴬ 或 Iᴬi
B：IᴮIᴮ 或 Iᴮi
AB：IᴬIᴮ
O：ii
A: IᴬIᴬ or Iᴬi
B: IᴮIᴮ or Iᴮi
AB: IᴬIᴮ
O: ii
配對 Punnett square

父親 O (ii) × 母親 B (Iᴮi) → 50% B, 50% O
父親 O (ii) × 母親 B (IᴮIᴮ) → 100% B
Father O (ii) × Mother B (Iᴮi) → 50% B, 50% O
Father O (ii) × Mother B (IᴮIᴮ) → 100% B
➡ 兩個孩子都是 B 型 ≠ 證明母親純合，只是機率事件。
➡ Two children being B type ≠ proof of homozygosity, just probability.",
1709,"📌 參考答案
A. mRNA 密碼子為 AAC，tRNA 反密碼子為 UUG
A. mRNA codon is AAC, tRNA anticodon is UUG

📌 詳細解釋
在轉錄過程中，mRNA 的鹼基序列與 DNA 編碼股相同，只是以尿嘧啶取代了胸腺嘧啶，因此 mRNA 密碼子為 AAC。
During transcription, the base sequence of mRNA is the same as the DNA coding strand, except that thymine is replaced by uracil, so the mRNA codon is AAC.
tRNA 上的反密碼子會與 mRNA 的密碼子進行互補配對，因此對應 AAC 的反密碼子是 UUG。
The anticodon on tRNA pairs complementarily with the mRNA codon, so the anticodon corresponding to AAC is UUG.
選項 B 是錯誤的，因為 RNA 分子中不含有胸腺嘧啶（T）。
Option B is incorrect because RNA molecules do not contain thymine (T).
選項 C 和 D 也是錯誤的，因為它們將編碼股誤認為模板股，導致推算出的 mRNA 序列方向完全顛倒。
Options C and D are also incorrect because they mistake the coding strand for the template strand, leading to a completely inverted derivation of the mRNA sequence.

📌 考試提醒
編碼股的序列除了 T 變成 U 之外，與 mRNA 序列完全一致，而模板股則與 mRNA 互補。
The sequence of the coding strand is completely identical to the mRNA sequence except for the substitution of T with U, whereas the template strand is complementary to the mRNA.
常見錯誤：學生常將編碼股誤認為模板股，導致直接推算出錯誤的互補 mRNA 序列。
Common trap：Students often mistake the coding strand for the template strand, leading to an incorrect complementary mRNA sequence.",
1710,"📌 參考答案
D. 包含突變、地理隔離和自然選擇（(1)、(2) 和 (3)）
D. Includes mutation, isolation and natural selection ((1), (2) and (3))

📌 詳細解釋
突變是產生新特徵的基礎，為基因庫帶來必要的遺傳變異。
Mutation is the basis for producing new traits, bringing necessary genetic variations to the gene pool.
由地震造成的物理屏障導致了地理隔離，阻斷了兩地樹木種群之間的基因交流。
The physical barrier caused by the earthquake led to geographical isolation, blocking gene flow between the two tree populations.
兩地的樹木隨後各自面對不同的環境變化，在不同的自然選擇壓力下最終演化成兩個獨立物種。
The trees in the two regions subsequently faced different environmental changes, eventually evolving into two separate species under different natural selection pressures.
選項 A 和 B 是錯誤的，因為它們遺漏了自然選擇或地理隔離這兩個物種形成中不可或缺的機制。
Options A and B are incorrect because they omit natural selection or geographical isolation, which are indispensable mechanisms in speciation.
選項 C 也是錯誤的，因為如果沒有突變提供新的等位基因，物種演化就缺乏了原材料。
Option C is also incorrect because without mutations providing new alleles, species evolution would lack raw materials.

📌 考試提醒
物種形成的三大核心步驟為：基因變異、地理隔離阻斷基因交流、以及不同的自然選擇。
The three core steps of speciation are: genetic variation, geographical isolation blocking gene flow, and different natural selection.
常見錯誤：學生作答時往往遺漏「阻斷基因交流」這個由於地理隔離導致的關鍵演化後果。
Common trap：Students often omit ""blocking gene flow"" when answering, which is the crucial evolutionary consequence of geographical isolation.",
