編號,答案,類近題目
0901,"📘 第1題
📌 參考答案：B

📌 詳細解釋：
低倍鏡觀察時有較大的視野範圍，有助於先定位標本，然後再換用高倍放大觀察細節。
At low power magnification, the field of view is wider, which helps in locating the specimen before switching to higher power for details.

雖然低倍鏡時影像亮度較高，但這不是使用低倍鏡的主要原因；光線強度可由光圈控制，而非選擇物鏡完成。
Although the image appears brighter under low power, that is not the main reason for using it; brightness can be adjusted by the diaphragm, not by changing the objective.

由於視野較大，對焦更容易，因此選項 (1) 和 (3) 正確，(2) 錯誤。
Because the field of view is larger, focusing becomes easier; therefore, statements (1) and (3) are correct while (2) is false.

📌 考試提醒：
「低倍先找樣，高倍看細節。」
“Use low power to find, high power to refine.”
",
0902,"📘 第2題
📌 參考答案：A

📌 詳細解釋：
控制物質進出核內的是核膜的功能，而非細胞質。
The nuclear membrane (or envelope) controls material exchange between nucleus and cytoplasm, not the cytoplasm itself.

細胞質主要負責進行代謝反應，而核膜上有孔隙可讓 RNA 與離子通過。
The cytoplasm is where metabolic reactions occur, whereas the nuclear pores allow the passage of RNA and ions.

📌 考試提醒：
「控制進出靠核膜，反應進行看細胞質。」
“Transport is managed by the nuclear membrane; reactions occur in the cytoplasm.”",
0903,"📘 第3題
📌 參考答案：D

📌 詳細解釋：
輸卵管上皮細胞具纖毛，可協助輸送卵子向子宮方向移動，提高受精機會。
The ciliated epithelium of the oviduct helps move the egg toward the uterus, increasing the chance of fertilization.

其他選項如「橫紋肌收縮」或「黏液分泌」雖為其他組織常見功能，但並非圖示上皮細胞的主要任務。
Other functions like contraction or secretion are typical of muscle or glandular tissues, not of this epithelial structure.

📌 考試提醒：
「輸卵靠纖毛，推卵向前走。」
“Oviduct cilia carry the egg along.”
",
0904,"📘 第4題
📌 參考答案：B

📌 詳細解釋：
酸雨主要由燃燒化石燃料所釋放的硫和氮氧化物與雨水結合而形成。
Acid rain results from sulphur and nitrogen oxides produced by the combustion of fossil fuels combining with rainwater.

(A) 砍伐森林會導致二氧化碳累積，但不導致酸雨形成；
(A) Deforestation increases CO₂ but does not produce acid rain.

(C) 動物屍體分解會釋放氨，但氨會中和酸而非造成酸雨；
(C) Decomposition releases ammonia, which neutralizes acid rather than forming acid rain.

(D) CFCs 會破壞臭氧層，與酸雨無關。
(D) CFCs destroy ozone, not related to acid rain.

📌 考試提醒：
「酸雨非砍樹，罪魁是硫氮燃燒。」
“Acid rain comes not from logging but from burning fuels rich in sulphur and nitrogen.”
",
0905,"📘 第5題
📌 參考答案：C

📌 詳細解釋：
漁業在特定期間禁止捕魚稱為禁漁期，讓幼魚有時間成長及繁殖，以維持魚群的更新。
Fishing bans, known as moratorium periods, allow juvenile fish to grow and reproduce, replenishing fishery resources.

因此政策目的是確保未來漁產量穩定，而非保育非目標物種或增加捕魚。
Thus, the objective is to sustain future yields instead of protecting non-target organisms or boosting catch.

📌 考試提醒：
「禁漁為繁殖，穩產靠更新。」
“Fishing bans sustain harvests by giving fish time to reproduce.”
",
0906,"第6題
📌參考答案：D

📘詳細解釋
補貼市民電費（D）並不能保護環境，因為這會鼓勵更多電力使用，結果導致能源消耗增加並排放更多空氣污染物。
The government subsidy for electricity bills (D) does not protect the environment because it encourages higher electricity consumption, which leads to greater energy use and more air pollution.

(A) 推廣校園植樹可增加碳吸收；
(B) 在自然保護區內限制活動可保護生態；
(C) 建立垃圾分類制度具環保效益。
(A) Tree planting increases carbon absorption.
(B) Restricting activities in nature reserves helps conserve biodiversity.
(C) Recycling schemes aid resource conservation.

📎考試提醒
凡屬「鼓勵消耗能源」或「增加污染」的政策，皆不屬保育措施。
Any policy that promotes energy consumption or raises pollution is not a conservation measure.
",
0907,"第7題
📌參考答案：D

📘詳細解釋
題目提供三個物種 X、Y、Z 的平均體重與數量。
計算生物量（biomass）如下：
Biomass(X)=20×0.05=1 g； Biomass(Y)=40×100=4000 g； Biomass(Z)=10000×0.004=40 g。
Given the data, biomass is calculated as total number × mean dry mass per organism:
X = 1 g; Y = 4000 g; Z = 40 g.

因此生物量由大至小為 Y > Z > X。生物量金字塔底層應最大，所以 Y 為生產者； Z 為初級消費者； X 為次級消費者。
Hence biomass decreases from Y > Z > X; the base of the pyramid represents producers, so Y = producer, Z = primary consumer, X = secondary consumer.

📎考試提醒
生物量金字塔記法：由下至上逐層減少 → 能量遞減。
Remember: Energy and biomass drop up the food chain.
",
0908,"第8題
📌參考答案：B

📘詳細解釋
基因突變（mutation）指DNA中鹼基序列發生永久改變。這可影響一條或多條基因，導致遺傳性狀改變。
Mutation is a permanent change in the DNA base sequence, which may affect one or more genes, causing heritable variations.

(1) 正確：突變確實會造成鹼基變化。
(2) 錯：染色體在分裂時卷曲並非突變，而是正常細胞過程。
(3) 正確：DNA序列決定形成哪種蛋白質。
(1) True: mutation changes the DNA sequence.
(2) False: chromosome coiling is part of cell division, not mutation.
(3) True: gene sequence determines the amino acid composition of proteins.

📎考試提醒
記關鍵：「突變 = 鹼基變化；轉錄/複製 ≠ 突變」。
Keyword: Mutation = base sequence change; Replication ≠ mutation.",
0909,"第9題
📌參考答案：A

📘詳細解釋
表格中 P = 23 條 → 單倍體； Q = 46 條 → 二倍體； R = 0 條 → 無細胞核。
From the given data: P = 23 (haploid), Q = 46 (diploid), R = 0 (no nucleus).

精子為單倍體（P）；白血球為二倍體（Q）；紅血球無細胞核（R）。
Thus: P = sperm, Q = white blood cell, R = red blood cell.

📎考試提醒
人類染色體速記：23 = 性細胞；46 = 體細胞；0 = 成熟紅血球。
Quick memory: 23 → gamete; 46 → somatic cell; 0 → RBC.
",
0910,"第10題
📌參考答案：A

📘詳細解釋
轉基因技術主要用來改善特點或增加抗性，而非增加植物種類。
Genetic modification aims to enhance traits (e.g., disease resistance) rather than to create more plant varieties.

引入優良基因會令群體基因更同質化，降低遺傳多樣性，因此(A)「增加物種種類」是不可能的。
Incorporating superior genes makes the population more homozygous, reducing genetic diversity — so (A) is impossible.

📎考試提醒
GM 常用於：「抗蟲、抗病、耐旱、延長保存」；絕非「創造新物種」。
GM plants → resistance traits, not new species creation.",
