編號,答案,類近題目
0601,"題目 1
📌 參考答案：D

📖 詳細解釋：
肝臟 (5) 會分泌膽汁，其中的膽鹽能乳化脂肪成為微小脂肪滴，使脂肪的總表面積上升，方便酵素作用。
The liver (5) secretes bile containing bile salts that emulsify fats into tiny droplets, increasing surface area for enzyme activity.

胰臟 (4) 分泌脂肪酶 lipase，進一步將脂肪分解為脂肪酸和甘油。
The pancreas (4) releases lipase, which breaks fats down into fatty acids and glycerol.

因此兩者都參與脂肪的消化過程。
Hence both parts take part in fat digestion.

A、B、C 錯誤，因為胃或小腸主要處理蛋白質或碳水化合物，不是脂肪的初步乳化。
Options A, B, and C are incorrect because the stomach and intestines mainly handle proteins or carbohydrates, not initial fat emulsification.

📌 考試提醒：
「膽汁乳化」與「脂肪酶水解」是脂肪消化的兩步驟，勿混淆。
Remember: fat digestion involves bile emulsification → lipase hydrolysis — two distinct steps.",
0602,"題目 2
📌 參考答案：B

📖 詳細解釋：
(1) 器官 1 為胃，切除部分後容量減少，人更易有飽足感，因此食量減少。
(1) Organ 1 is the stomach; smaller volume increases satiety, reducing food intake.

(2) 器官 2 是大腸，縮短只會影響吸水，不會明顯改變熱量吸收。
(2) Organ 2 is the large intestine; shortening it affects water reabsorption, not calorie absorption.

(3) 器官 3 是小腸，縮短可減少消化食物的吸收面積與時間，令能量吸收下降。
(3) Organ 3 is the small intestine; a shorter length lessens time and surface area for nutrient absorption, thus reducing energy uptake.

選項 B （1 和 3）正確。
Therefore, B (1 and 3) are correct.

📌 考試提醒：
「胃」控制進食量；「小腸」控制吸收量。
Remember: Stomach = controls intake, small intestine = controls absorption.",
0603,"題目 3
📌 參考答案：C

📖 詳細解釋：
只有病毒具有蛋白質外殼 (protein coat)，所以 W 是病毒。
Only a virus has a protein coat, thus W is a virus.

原核生物沒有粒線體進行呼吸作用，因此 X 為原核生物 (prokaryote)。
Prokaryotes lack mitochondria for respiration, so X represents a prokaryotic cell.

動物細胞沒有葉綠體，因此 Z 是動物 (animal)。
Animal cells do not contain chloroplasts; thus Z is an animal.

A、B、D 不合邏輯：病毒不是原核生物，原核生物也不具蛋白殼。
Options A, B, and D are wrong because viruses are not prokaryotes, and prokaryotes lack protein coats.

📌 考試提醒：
判斷生物種類的關鍵：
– 有蛋白殼 → 病毒；
– 無粒線體 → 原核生物；
– 無葉綠體 → 動物。
Key classification hints: Protein coat → Virus, No mitochondria → Prokaryote, No chloroplast → Animal.",
0604," 題目 4
📌 參考答案：D

📖 詳細解釋：
Y 組含有葉綠體的生物包括：
Living things in group Y with chloroplasts include:

(1) 具有葉綠體並以種子繁殖的植物 → 開花植物 (flowering plant)。
(1) Possess chloroplasts and reproduce by seeds (flowering plants).

(2) 具有葉綠體並以球果繁殖 → 裸子植物 (gymnosperm)。
(2) Have chloroplasts and use cones for reproduction (gymnosperms).

(3) 以孢子繁殖並含葉綠體 → 蕨類植物 (ferns)。
(3) Reproduce with spores (ferns), also containing chlorophyll.

因此 (1)、(2)、(3) 全屬可含葉綠體的植物類群。
So all (1), (2), and (3) are possible members of Y.

📌 考試提醒：
葉綠體＝可行光合作用＝植物界。
Seeds → Flowering plants；Cones → Gymnosperms；Spores → Ferns。
Presence of chloroplast means photosynthesis → plant kingdom.
Seeds = angiosperms; cones = gymnosperms; spores = ferns.",
0605,"題目 5
📌 參考答案：A

📖 詳細解釋：
題中提供三種生物 P、Q、R 的特徵：
P 具葉綠素，無果實，有細胞壁；
Q 無葉綠素，無果實，有細胞壁；
R 有葉綠素，有果實，無細胞壁。
P has chlorophyll and a cell wall but no fruit.
Q lacks chlorophyll and fruit but has a cell wall.
R possesses chlorophyll and fruits but lacks a cell wall.

P → 含葉綠素＋細胞壁 ＝ 可行光合作用的植物，如 藻類 algae。
P = autotrophic with cell wall → typical alga (藻類).

Q → 有細胞壁但無葉綠素 ＝ 真菌 fungi。
Q = cell wall but no chlorophyll → fungus.

R → 有葉綠素及果實但無細胞壁 ＝ 動物界的例外不成立，但在表中暗示該為開花植物 flowering plant，其成熟細胞失去明顯細胞壁表現。
R = chlorophyll + fruit → flowering plant (angiosperm).

正確配對：
P → 藻類； Q → 蘑菇（真菌）； R → 玫瑰。
Correct combination: P = alga, Q = fungus, R = rose.

A 選項（藻、蘑菇、玫瑰）正確。
So A is correct.

📌 考試提醒：
出現「果實」＝開花植物；
出現「細胞壁 但 無葉綠素」＝真菌；
有葉綠素 且 無果實 ＝藻類 / 非開花植物。
Keyword rule:
Fruit → flowering plant；
Cell wall but no chlorophyll → fungus；
Chlorophyll but no fruit → alga.",
0606,"題目 6
📌 參考答案：B

📖 詳細解釋：
圖中顯示吸氮速率隨硝酸鹽濃度上升而增加，表示此吸收並非飽和，屬被動過程。
The graph shows nitrate uptake increasing with concentration, implying a passive process (diffusion-based).

在 X 與 Y 之間速率隨濃度上升，暗示吸收依賴濃度梯度而非能量供應，因此這段吸收為擴散。
Between X and Y, an increasing uptake rate suggests diffusion, since it depends on concentration gradient rather than active transport.

在 Y 與 Z 之間吸收速率變得平台期，顯示吸收系統達至飽和，反映有運載蛋白協助，因此該部分為主動運輸。
Between Y and Z, the rate levels off (a plateau), indicating saturation — likely active transport.

選項 B 描述此變化最準確。
Option B matches these observations.

A 錯因未到達 X 與 Y 間變化區；
C 錯因反向說明錯誤；
D 錯因主動運輸在 Y–Z 間而非 X–Y 間。
Other options fail to describe the correct segment behaviors.

📌 考試提醒：
直線上升＝擴散；平臺＝運載蛋白或主動運輸。
Rule of thumb: straight line = diffusion; plateau = carrier-mediated transport.
",
0607,"題目 7
📌 參考答案：B

📖 詳細解釋：
手臂提起負重時 V （三頭肌 triceps）收縮 以對抗重力。
When lifting the arm with a load, V (the triceps) must contract to overcome gravity.

同時 Z （筋腱 tendon）因一端固定於骨而被拉緊（tensed）。
Meanwhile, Z (the tendon) is stretched and tensed, since it is inelastic and anchored at one end.

肌腱本身不能收縮或放鬆，只能傳遞力量。
Tendons themselves cannot contract or expand, they merely transmit the pulling force.

因此 V 正在收縮、Z 處於繃緊狀態。
Hence V contracts while Z is under tension.

📌 考試提醒：
肌肉能收縮；腱只能傳力、不會主動縮放。
Remember: muscles contract, tendons do not — they only transmit motion.",
0608," 題目 8
📌 參考答案：A

📖 詳細解釋：
W 是鉸鏈關節（hinge joint），其運動方向僅限於一個平面。
Joint W is a hinge joint, permitting movement in one plane only.

Y 為關節軟骨（articular cartilage），提供光滑表面，減少摩擦以利骨骼活動。
Y is articular cartilage, which provides a smooth, low-friction surface for easy bone movement.

滑液由滑膜分泌，起潤滑功能（補充資訊）。
Synovial fluid (from synovial membrane) acts as a lubricant — a supporting concept.

📌 考試提醒：
記鉸鏈關節例子：「膝關節 / 肘關節 = 單平面運動」；
關節軟骨 →「防磨損潤滑層」。
Mnemonic: Hinge = one-plane joint (knee/elbow); Cartilage = friction protection.",
0609," 題目 9
📌 參考答案：A

📖 詳細解釋：
乳酸發酵（lactic acid fermentation）副產物為乳酸（lactic acid）。
The by-product of lactic acid fermentation is lactic acid.

乳酸會運送至肝臟轉化為二氧化碳與水，或再生成葡萄糖。
It is transported to the liver, where it is converted into CO₂, water, or glucose.

乳酸若積聚於肌肉，會導致疲勞與疼痛，因此需代謝清除。
Excess lactic acid causes muscle fatigue and pain, thus it must be metabolized.

B、C 描述發酵原料或酵母情況，並非人類肌肉；
D 錯因牛奶中乳酸菌屬微生物活動結果，非人體生理過程。
B and C refer to substrate or yeast; D is incorrect — milk fermentation is done by bacteria, not muscles.

📌 考試提醒：
「人體肌肉無氧呼吸→產生乳酸→送肝臟→再氧化」。
In muscle anaerobic respiration: glucose → lactic acid → transported → oxidized in liver.",
0610,"題目 10
📌 參考答案：C

📖 詳細解釋：
效應器（effector）必須能主動產生反應，並由神經衝動直接刺激。
An effector must produce an active response triggered by nerve impulses.

在圖中，結構 1 （晶狀體 lens）能改變曲度；但這個變化是被動的，受睫狀肌牽拉而成，因此不是效應器。
In the diagram, structure 1 (the lens) changes curvature passively via ciliary muscles, so it is not an effector.

結構 3 （睫狀肌）會主動收縮或放鬆，改變懸韌帶張力，使晶狀體曲度改變，故為真正的效應器。
Structure 3 (the ciliary muscle) actively contracts/relaxes, changing the tension on the suspensory ligament; hence it is an effector.

選項 C 即結構 3 為正確答案。
Therefore C is correct.

📌 考試提醒：
效應器＝主動動作（如肌肉或腺體）；被動變化（如晶狀體、瞳孔）→ 非效應器。
Effector = active movement (muscle/gland); passive change = not effector.",
