編號,答案,類近題目
1501,"📌 參考答案 (Answer)
D. 只有 2、3 和 4

📌 詳細解釋 (Detailed Explanation)

1️⃣ 部件 1 是粗調節旋鈕。
1️⃣ Part 1 is the coarse adjustment knob.

在高倍鏡下使用會導致焦距變化過大，容易令影像模糊甚至損壞標本。
Using it under high power causes drastic changes in focus, making the image blurry and possibly damaging the specimen.

2️⃣ 部件 2 是細調節旋鈕，用於在高倍鏡下獲得清晰銳利的影像。
2️⃣ Part 2 is the fine adjustment knob, used to obtain sharp, clear images under high power.

3️⃣ 部件 3 是光欄 (光圈)，能控制透過標本的光量，避免圖像過亮或過暗。
3️⃣ Part 3 is the diaphragm, which controls the amount of light passing through the specimen, preventing images from being too bright or too dim.

4️⃣ 部件 4 是物鏡轉換盤，可切換不同倍數的物鏡以進行觀察。
4️⃣ Part 4 is the revolving nosepiece, which allows switching between objective lenses of different magnifications.

因此，切換至高倍觀察時需要使用 2、3 和 4，而不應使用 1。
Therefore, when switching to high power, 2, 3 and 4 should be used, while 1 should not.

📌 考試提醒 (Exam Tips)

粗調節旋鈕只在低倍鏡下使用。

The coarse adjustment knob is used only under low power.

細調節旋鈕在高倍鏡下必須使用，以獲得清晰影像。

The fine adjustment knob must be used under high power for clear images.

光欄與光源能調節亮度，改善對比度和清晰度。

The diaphragm and light source adjust brightness, improving contrast and clarity.

物鏡轉換盤是切換倍數的關鍵，記得操作時要小心避免碰到玻片。

The revolving nosepiece switches magnifications; always handle carefully to avoid damaging the slide.",
1502,"📌 參考答案 (Answer)
A. 葡萄糖穿越迴腸上皮
A. Glucose passing through the ileum epithelium

📌 詳細解釋 (Detailed Explanation)

葡萄糖進入迴腸上皮細胞時，部分可透過擴散，但大部分需要主動運輸，這需要代謝能量 (ATP)。
When glucose enters the epithelial cells of the ileum, some can diffuse, but most require active transport, which consumes metabolic energy (ATP).

二氧化碳穿越氣囊壁只依靠擴散，順著濃度梯度，不涉及能量消耗。
Carbon dioxide crossing the alveolar wall moves only by diffusion, along its concentration gradient, without energy consumption.

氧氣進入葉肉細胞也是由擴散作用完成的，同樣不需要能量。
Oxygen entering mesophyll cells is also by diffusion, which does not require energy.

水分沿木質部移動屬於蒸騰牽引力所致，是一種被動過程，亦不需消耗能量。
Water moving along the xylem is driven by transpiration pull, a passive process that does not consume energy.

因此，只有葡萄糖進入迴腸上皮需要代謝能量。
Therefore, only glucose passing through the ileum epithelium requires metabolic energy.

📌 考試提醒 (Exam Tips)

主動運輸需要 ATP，擴散與滲透不需能量。

Active transport requires ATP, while diffusion and osmosis do not consume energy.

考試常見混淆：氧氣或二氧化碳的移動，其實只是擴散。

Common confusion: Movement of oxygen or carbon dioxide is purely by diffusion.

植物水分輸導靠蒸騰牽引，不是能量驅動。

Water transport in plants relies on transpiration pull, not on energy expenditure.

記憶法：只有「逆濃度梯度」的運輸才必須耗能。

Mnemonic: Only transport “against the concentration gradient” requires energy.",
1503,"📌 參考答案 (Answer)
B. 反應在 50°C 進行時較在 20°C 時快。
B. The reaction is faster at 50°C than at 20°C.

📌 詳細解釋 (Detailed Explanation)

在低溫下（例如 0°C），酶並沒有變性，只是分子動能低，活性不足，反應速率非常慢。
At low temperatures (e.g. 0°C), the enzyme is not denatured, but molecule kinetic energy is low, so activity is low and the reaction rate is very slow.

從圖表可見，在 50°C 時的反應速率仍然高於 20°C，因此 B 正確。
From the graph, the reaction rate at 50°C is still higher than at 20°C, so option B is correct.

在 60°C 時，酶已變性，結構被破壞而失去催化能力，因此速率迅速下降。
At 60°C, the enzyme is denatured; its structure is destroyed and it loses catalytic ability, causing the rate to drop sharply.

C 的敘述錯誤，雖然分子在高溫下動能更大，但由於酶在 60°C 已經變性，即使碰撞仍然存在，也不再有效。
Option C is incorrect: although molecules have more kinetic energy at higher temperature, at 60°C the enzyme is denatured — collisions still occur but are no longer effective.

D 的敘述也錯：反應速率雖最快在最適溫度（約 40°C），但產物最終量取決於底物的量，而不是溫度。
Option D is also incorrect: although the rate is fastest at the optimum temperature (around 40°C), the final product amount depends on the amount of substrate, not on temperature.

📌 考試提醒 (Exam Tips)

低溫下，酶不會變性，只是失去活性。

At low temperatures, enzymes do not denature, they just lose activity.

高溫（超過最適溫度）會導致酶變性，活性永久失去。

High temperatures (above the optimum) cause enzyme denaturation and permanent loss of activity.

最適溫度 = 速率最快，但不影響最終產物數量。

Optimum temperature = fastest rate, but does not change the final product yield.

常見陷阱：把「速率快」誤以為「產物多」。

Common trap: confusing “faster rate” with “greater product yield.”
",
1504,"📌 參考答案 (Answer)
D. S

📌 詳細解釋 (Detailed Explanation)

二氧化碳受體（RuBP）的再生發生在葉綠體的基質（stroma）。
The regeneration of the carbon dioxide acceptor (RuBP) takes place in the stroma of the chloroplast.

卡爾文循環（暗反應）在基質內進行，包括碳固定、三碳化合物還原，及 RuBP 的再生。
The Calvin cycle (dark reaction) occurs in the stroma, including carbon fixation, reduction of three-carbon compounds, and regeneration of RuBP.

P 代表外膜、Q 代表內膜、R 代表類囊體，這些位置主要與光反應有關。
P represents the outer membrane, Q the inner membrane, and R the thylakoid, which are mainly involved in the light reactions.

只有 S，即基質，是卡爾文循環和二氧化碳受體再生所在的位置。
Only S, the stroma, is the site where the Calvin cycle and regeneration of the CO₂ acceptor occur.

因此正確答案是 S (D)。
Therefore, the correct answer is S (D).

📌 考試提醒 (Exam Tips)

光反應在類囊體進行，暗反應在基質進行。

Light reactions occur in the thylakoids, dark reactions occur in the stroma.

卡爾文循環三個主要步驟：碳固定、還原、受體再生。

Calvin cycle has three main steps: carbon fixation, reduction, regeneration of the acceptor.

記住位置分工：類囊體 = 吸光 → 產生 ATP & NADPH；基質 = 利用 ATP & NADPH → 合成葡萄糖。

Remember the division: thylakoid = light capture → produce ATP & NADPH; stroma = use ATP & NADPH → synthesize glucose.

常見陷阱：學生把受體再生誤以為在類囊體進行，其實只發生在基質。

Common trap: students mistakenly think regeneration happens in thylakoids, but it only occurs in the stroma.",
1505,"📌 參考答案 (Answer)
C. 只有 (2) 和 (3)

📌 詳細解釋 (Detailed Explanation)
(1) 真細菌界 (Kingdom Monera / Prokaryotae)

真細菌沒有像葉綠體這樣由膜包圍的細胞器。
Bacteria do not have membrane-bound organelles like chloroplasts.
它們只有類似葉綠素的色素，分布在細胞膜或液泡狀結構中。
They only contain pigments such as chlorophyll embedded in membranes or vesicles.
❌ 因此並不具有題目所指的「以上細胞器」。
❌ Therefore, they do not possess the organelle shown.
(2) 原生生物界 (Kingdom Protista)

某些原生生物 (如水藻) 含有葉綠體。
Some protists (e.g., algae) contain chloroplasts.
葉綠體是真正的膜包圍細胞器，可以進行光合作用。
Chloroplasts are true membrane-bound organelles that carry out photosynthesis.
✅ 符合條件。
✅ Matches the condition.
(3) 植物界 (Kingdom Plantae)

植物細胞普遍具有葉綠體，使葉子呈現綠色並進行光合作用。
Plant cells contain chloroplasts, giving leaves their green color and allowing photosynthesis.
✅ 符合條件。
✅ Matches the condition.
📌 考試提醒 (Exam Tips)
原核生物 (真細菌) 沒有膜包圍的細胞器。

Prokaryotes (bacteria) lack membrane-bound organelles.

只有原生生物與植物含有葉綠體等真細胞器。

Only protists and plants have chloroplasts and other true organelles.

小技巧：記住“葉綠體 = 真核生物才有”。

Tip: Remember “chloroplasts = only in eukaryotes.”
",
1506,"📌 參考答案
B

📌 詳細解釋
本題比較骨骼肌細胞在需氧呼吸與缺氧呼吸中的特徵。
This question compares the characteristics of aerobic and anaerobic respiration in skeletal muscle cells.
在需氧呼吸中，糖酵解、連接反應與克雷伯氏循環均會產生大量的 NADH。
In aerobic respiration, glycolysis, the link reaction, and the Krebs cycle produce a large amount of NADH.
在缺氧呼吸中，糖酵解產生的 NADH 會在還原丙酮酸成乳酸的過程中被重新氧化為 NAD+。
In anaerobic respiration, the NADH produced in glycolysis is re-oxidized to NAD+ during the reduction of pyruvate to lactic acid.
因此，缺氧呼吸的 NADH 淨產量為零，選項 B 正確描述了兩者在 NADH 產量上的差異。
Therefore, the net production of NADH in anaerobic respiration is zero, making option B the correct description of their difference in NADH yield.
選項 A 錯誤，因為骨骼肌細胞在有氧供應不足時也會進行缺氧呼吸，並非只在無氧時進行。
Option A is incorrect because skeletal muscle cells also carry out anaerobic respiration when oxygen supply is insufficient, not only in the complete absence of oxygen.
選項 C 錯誤，需氧呼吸與缺氧呼吸的第一階段均為糖酵解。
Option C is incorrect as glycolysis is the first stage in both aerobic and anaerobic respiration.
選項 D 錯誤，需氧呼吸的糖酵解過程同樣發生在細胞質內。
Option D is incorrect because the glycolysis stage of aerobic respiration also takes place in the cytoplasm.

📌 考試提醒
缺氧呼吸（乳酸發酵）的最終產物只有乳酸，NADH 會被消耗以維持糖酵解的持續進行。
The only final product of anaerobic respiration (lactic acid fermentation) is lactic acid, as NADH is consumed to sustain glycolysis.
常見錯誤：學生常誤以為缺氧呼吸會淨釋出 NADH，混淆了糖酵解與整個缺氧呼吸過程的最終產量。
Common trap: Students often mistakenly believe anaerobic respiration yields a net release of NADH, confusing the products of glycolysis with the final yield of the entire anaerobic pathway.",
1507,"📌 參考答案 (Answer)
D. 腺 → 酶：蛋白酶 → 最適 pH：11
D. Pancreas → Enzyme: Protease → Optimum pH: 11

📌 詳細解釋 (Detailed Explanation)
A. 胃腺 → 碳水化合物酶 → pH 2

錯誤，因為胃腺主要分泌 胃蛋白酶 (pepsin)，而不是碳水化合物酶。
Incorrect, because gastric glands secrete protease (pepsin), not carbohydrate-digesting enzymes.
❌
B. 肝 → 脂肪酶 → pH 8

錯誤，肝臟分泌的是 膽汁 (bile)，幫助乳化脂肪，本身不是消化酶。
Incorrect, because the liver secretes bile, which emulsifies fats, but is not an enzyme.
❌
C. 唾腺 → 澱粉酶 → pH 11

錯誤，唾液含有 澱粉酶 (amylase)，但其最適 pH 約為 7.0–7.5 (微鹼性)，而不是 11。
Incorrect, as saliva contains amylase, whose optimum pH is around 7.0–7.5 (slightly alkaline), not 11.
❌
D. 腺 (胰腺) → 蛋白酶 → pH 11

正確，胰腺分泌的胰液含多種酶：澱粉酶、脂肪酶、蛋白酶。
Correct, the pancreas secretes pancreatic juice containing amylase, lipase, and proteases.
這些酶的最佳活性環境為 強鹼性 (約 pH 11)，由小腸受膽汁中碳酸氫鹽調節。
Their optimum action occurs in a strongly alkaline environment (around pH 11), maintained by bicarbonates from bile.
✅
📌 考試提醒 (Exam Tips)
胃：蛋白酶 (protease)，酸性，pH ~2。

Stomach: protease (pepsin), acidic, pH ~2.

唾腺：澱粉酶 (amylase)，微鹼性，pH ~7。

Salivary gland: amylase, slightly alkaline, pH ~7.

胰腺：澱粉酶、脂肪酶、蛋白酶，強鹼性，pH ~11。

Pancreas: amylase, lipase, protease, alkaline, pH ~11.

肝：分泌膽汁 → 輔助消化，但不是酶。

Liver: secretes bile → aids digestion, but not an enzyme.",
1508,"📌 參考答案 (Answer)
A. 口腔
A. Mouth cavity (oral cavity)

📌 詳細解釋 (Detailed Explanation)
口腔 (Mouth cavity)

唾液腺分泌 唾液 (saliva)，其中含有 澱粉酶 (amylase)。
Salivary glands secrete saliva, which contains amylase.
漢堡包中的麵包富含澱粉，會在口腔中首先被分解成 麥芽糖 (maltose)。
The starch in the bread of a hamburger is first chemically digested here into maltose.
✅ 因此化學消化的起點在口腔。
✅ Therefore, chemical digestion starts in the mouth.
食道 (Oesophagus)

主要有蠕動運動，幫助食物推送，沒有消化酶。
Mainly peristalsis to move food, no digestive enzymes.
❌
胃 (Stomach)

分泌胃液，包括 胃蛋白酶 (pepsin)，開始分解蛋白質。
Secretes gastric juice including pepsin, which digests proteins.
但不是化學消化的最初部位。
But this is not the first site of chemical digestion.
❌
小腸 (Small intestine)

為主要的消化和吸收場所，分解脂肪、蛋白質和碳水化合物。
The main site of digestion and absorption, breaking down fats, proteins, and carbohydrates.
但仍是口腔之後的步驟。
But still occurs after the mouth.
❌
📌 考試提醒 (Exam Tips)
口腔：澱粉 → 麥芽糖 (amylase)，化學消化開始處。

Mouth: starch → maltose (amylase), site where chemical digestion begins.

胃：蛋白質 → 多肽 (pepsin)。

Stomach: protein → polypeptides (pepsin).

小腸：澱粉、蛋白質、脂質的主要分解與吸收。

Small intestine: main site for carbohydrates, proteins, and fats digestion and absorption.

食道只有蠕動，沒有化學消化。

Oesophagus has peristalsis only, no chemical digestion.",
1509,"📌 參考答案
B

📌 詳細解釋
本題考核消化道中水分吸收的主要位置及其背後原理。
This question examines the primary site of water absorption in the alimentary canal and its underlying principle.
食物在迴腸被徹底消化後，大量營養素（如葡萄糖和氨基酸）會被吸收至微血管中。
After food is thoroughly digested in the ileum, a large amount of nutrients (such as glucose and amino acids) is absorbed into the blood capillaries.
這會大大降低血液的水勢，在迴腸腔與血液之間形成陡峭的水勢梯度。
This significantly lowers the water potential of the blood, creating a steep water potential gradient between the ileal lumen and the blood.
因此，消化道中絕大部分的水分會藉滲透作用在迴腸被吸收，選項 B 正確。
Consequently, the vast majority of water in the alimentary canal is absorbed in the ileum by osmosis, making option B correct.
選項 A 錯誤，迴腸的長度雖然增加了吸收的表面積，但並非水分大量轉移的最根本驅動力。
Option A is incorrect because while the length of the ileum increases the surface area for absorption, it is not the fundamental driving force for the massive transfer of water.
選項 C 及 D 錯誤，雖然大腸的主要功能是吸收剩餘的水分，但到達大腸的水分總量已遠少於迴腸。
Options C and D are incorrect because although the main function of the large intestine is to absorb remaining water, the total volume of water reaching it is already much less than that in the ileum.

📌 考試提醒
水分在消化道內的移動完全取決於因營養素吸收而產生的水勢梯度。
The movement of water in the alimentary canal strictly depends on the water potential gradient created by nutrient absorption.
常見錯誤：學生常因為大腸的「主要功能」是吸收水分，而錯誤推斷大腸是吸收「最多」水分的器官。
Common trap: Students often falsely deduce that the large intestine absorbs the ""most"" water simply because its ""main function"" is water absorption.",
1510,"📌 參考答案
C

📌 詳細解釋
本題測試脂質在人體內吸收後的運輸途徑。
This question tests the transport pathway of lipids in the human body after absorption.
脂肪酸和甘油在擴散進入絨毛的上皮細胞後，會先在細胞內重新組合成脂肪。
After diffusing into the epithelial cells of the villus, fatty acids and glycerol are first recombined into lipids inside the cells.
隨後，這些微細的脂滴會進入絨毛中央的乳糜管，成為淋巴液的一部分。
Subsequently, these tiny lipid droplets enter the lacteal at the centre of the villus, becoming part of the lymph.
含豐富脂質的淋巴液會沿著淋巴管流動，最終在近心臟位置匯入大靜脈，並直接流回心臟。
The lipid-rich lymph flows along the lymphatic vessels, eventually joining the vena cava near the heart and flowing directly back to the heart.
因此，被吸收的脂質最先抵達的主要器官是心臟，選項 C 正確。
Therefore, the first major organ reached by the absorbed lipids is the heart, making option C correct.
選項 A 錯誤，大腸並不參與脂質的運輸。
Option A is incorrect as the large intestine is not involved in the transport of lipids.
選項 B 及 D 錯誤，脂質並非經由肝門靜脈運輸，因此不會首先到達肝臟或胰臟。
Options B and D are incorrect because lipids are not transported via the hepatic portal vein, thus they do not reach the liver or pancreas first.

📌 考試提醒
脂肪酸與甘油的重新組合發生在小腸上皮細胞內，而非淋巴管或微血管中。
The recombination of fatty acids and glycerol occurs inside the epithelial cells of the small intestine, not in the lacteal or blood capillaries.
常見錯誤：學生經常將脂質的運輸途徑與水溶性營養素混淆，誤以為脂肪會先進入肝臟。
Common trap: Students frequently confuse the transport pathway of lipids with that of water-soluble nutrients, mistakenly believing that fats enter the liver first.",
