編號,答案,類近題目
25p101,"📌參考答案

(a)
遇到特定的外來抗原。
Encountering a specific foreign antigen.(1 分)

或：受到病原體（如細菌或病毒）的感染。
OR: Infection by pathogens such as bacteria or viruses.(1 分)

或：接種疫苗。
OR: Vaccination.(1 分)

(b) (i)
線粒體的數目增加。
An increase in the number of mitochondria.(1 分)

粗糙內質網的數量增加。
An increase in the amount of rough endoplasmic reticulum.(1 分)

(b) (ii)
線粒體提供能量以供粗糙內質網產生抗體。
Mitochondria provide energy for the production of antibodies at the rough endoplasmic reticulum.(1 分)",
25p102,"""📌參考答案

<img src='images/25p102.png' />

(a)
左方室液面水平較低，而右方室液面水平較高。 The liquid level in the left chamber is lower, while the liquid level in the right chamber is higher. (1 分)

解題要點：溶質 A 無法通過半透膜。水分子從左側的高水勢區域淨移動到右側的低水勢溶液 A 中，導致右側液面升高。
Key points for explanation: Solute A cannot pass through the semi-permeable membrane. Water molecules move from the area of higher water potential on the left to the lower water potential solution A on the right by osmosis, causing the liquid level on the right to rise.

(b)
兩邊液面水平維持不變。 The liquid levels in both sides remain the same. (1 分)

解題要點：溶質 B 和水分子都可以通過膜自由擴散。溶質 B 將從右側（高濃度）擴散到左側（低濃度）。最終，兩側的水勢和溶質濃度將達到平衡，液面趨於相同。
Key points for explanation: Both solute B and water molecules can freely diffuse through the membrane. Solute B will diffuse from the right (high concentration) to the left (low concentration). Eventually, the water potential and solute concentration on both sides will reach a state of equilibrium, resulting in the liquid levels becoming the same.

(c)
左方室液面水平較高，而右方室液面水平較低。 The liquid level in the left chamber is higher, while the liquid level in the right chamber is lower. (1 分)

解題要點：溶質 A 無法移動。溶質 B 可通過膜擴散。即使溶質 B 在兩側達到平衡，左側由於有非滲透性溶質 A，其水勢將始終低於右側。因此，水將淨移動到左側（具有非滲透性溶質 A 的一側），導致該側液面顯著升高。
Key points for explanation: Solute A cannot move. Solute B can diffuse through the membrane. Even if solute B reaches equilibrium on both sides, the water potential on the left will always be lower than that on the right because of the presence of the non-permeable solute A. Therefore, water will move from the right into the left chamber (the side with non-permeable solute A) by osmosis, causing the liquid level to rise significantly.


."",""""",
25p103,"📌參考答案
3(a) (水鳥檢索與學名書寫規則)
水鳥 A：檢索順序 1b, 2a；學名為 Numenius arquata。 Waterbird A: sequence 1b, 2a; scientific name is Numenius arquata. (1 分)

水鳥 C：檢索順序 1b, 2b, 3b；學名為 Tringa glareola。 Waterbird C: sequence 1b, 2b, 3b; scientific name is Tringa glareola. (1 分)

****學名由屬名和種名組成，屬名首字母須大寫，種名則小寫。
A scientific name consists of a genus name and a species name, with the genus capitalized and the species in lowercase. 
印刷時學名須使用斜體，若為手寫則須加上下劃線以作識別。 
Scientific names must be italicized in print or underlined when handwritten for identification. 

3(b) (生態位)
生態位差異最大的是水鳥 A 和 B。 
Waterbirds A and B have the greatest difference in ecological niche. (1 分)
兩者的喙在長度或形狀上有最顯著的構造差異。 
There is the most significant structural difference in the length or shape of their beaks. (1 分)
這使它們能攝取不同深度的食物以減少競爭。 
This allows them to feed on food at different depths to reduce competition. (1 分)",
25p104,"📌參考答案
4(a)
兩地哺乳動物的共同祖先因地理障礙（如華萊士線）而被長期隔離。
The common ancestors of mammals in both regions were long-term isolated by geographical barriers such as the Wallace Line.

澳洲獨有的非生物或生物因素，為有袋類哺乳動物提供了更有利的生存環境。
Abiotic or biotic factors unique to Australia provided a more favorable environment for the survival of marsupial mammals.

隨著時間推移，兩地的群落各自獨立演化，最終形成了不同的物種或特徵。
Over time, the populations in both areas evolved independently, eventually leading to the formation of distinct species or characteristics.

4(b)
蝙蝠 / 鳥類 / 魚類 / 海豚 / 鯨魚 / 人類 / 鯊魚。
Bats / Birds / Fish / Dolphins / Whales / Humans / Sharks.

由於牠們具備強大的飛行或游泳能力，能克服地理上的障礙，並與另一大陸的近親進行基因交流。
Due to their strong ability to fly or swim, they can overcome geographical barriers and maintain gene flow with close relatives on other continents.",
25p105,"📌參考答案
5(a)(i)
在區域 I，具有乳糖耐受性狀的人能從奶類中攝取更多營養，或不會因飲奶而致腹瀉。
Individuals with the lactose tolerance trait in region I can obtain more nutrients from milk, or will not suffer from diarrhea after consuming milk.

然而，由於奶類並非區域 II 人口的主要食糧，乳糖耐受性狀在該區並無生存優勢。
However, as milk is not a major part of the diet for the population in region II, the lactose tolerance trait offers no survival advantage in that area.

因此，乳糖耐受性狀在區域 I 會經自然選擇被篩選，令具備該性狀的個體有較佳的存活機會。
Therefore, the lactose tolerance trait is selected for by natural selection in region I, leading to better survival of individuals with this trait.

該性狀有較大機會遺傳給下一代，導致區域 I 具乳糖耐受性的人口百分比較區域 II 高。
The trait has a higher chance of being passed on to the next generation, resulting in a higher percentage of lactose tolerance in region I than in region II.

5(a)(ii)
不同的基因突變（或不同的核苷酸序列突變）均可能導致相同的表現型。
Different gene mutations (or mutations in different nucleotide sequences) can lead to the same phenotype.

5(b)
小志。
Ray.

譜系中沒有任何子代表現出與父母完全不同的性狀，故無法判定哪種性狀屬顯性或隱性。
There is no offspring in the pedigree presenting a trait completely different from the parents, so it is impossible to conclude which trait is dominant or recessive.

### 5(c)(i)
乳糖 > 葡萄糖 + 半乳糖
Lactose > glucose + galactose

---

### 5(c)(ii)
不同意。
Disagree.

因為葡萄糖試紙的測量屬半定量性質（或僅顯示一個範圍），不能提供確切的濃度數值。
As the detection is a semi-quantitative measurement (or only indicates a range), it fails to provide the exact concentration.

### 5(c)(iii)
重複實驗數次。
Repeat the experiment a few times.

觀察所得的數據是否具有相同或相似的模式（或趨勢）。
Observe if the same or similar data pattern (or trend) is obtained.


### 5(c)(iv)
預期結果將大致相同（或約為 1%）。
The predicted results should be more or less the same (or approximately 1%).


### 5(c)(v)
否。因為利用乳糖酶顆粒進行的消化作用，與人體內自然發生的過程完全相同。
No, because the digestion by lactase beads is the same as the lactose digestion process that occurs naturally in the human body.

過程之中並沒有添加其他含有能量的物質（或牛奶中的總碳水化合物含量保持不變）。
No other energy-containing substances were added during the process (or the total carbohydrate content of the milk remains unchanged).",
25p106,"## 📌參考答案

### 6(a)
纖毛無法正常擺動或執行清除異物的功能。
Cilia are unable to beat or perform their function of clearing foreign substances.

黏液及被捕獲的微粒在呼吸道積聚，從而引發劇烈咳嗽。
The accumulation of mucus and trapped particles in the respiratory tract results in violent coughing.

---

### 6(b)(i)
受影響氣囊周圍的微血管透性增加。
The permeability of the capillaries surrounding the affected air sacs increases.

流向受影響氣囊的血流量增加（或小動脈舒張）。
There is an increase in blood flow to the affected air sacs (or vasodilation of arterioles).

更多液體從微血管流出並進入氣囊中（或組織液形成的速率增加）。
More fluid leaves the capillaries and enters the air sacs (or the rate of tissue fluid formation increases).

---

### 6(b)(ii)
氧氣必須先溶解於液體介質中，才能擴散進入血液。
Oxygen must first dissolve in a liquid medium before it can diffuse into the blood.

氣囊內積聚的液體增加了氧氣擴散至微血管血液之間的距離，使擴散速率下降。
The accumulated fluid in the air sacs increases the diffusion distance for oxygen into the capillary blood, reducing the diffusion rate.

（或：液體增加減少了氣囊內溶解氧氣的表面積 / 減少了進入氣囊的鮮風體積 / 減少了氣囊中溶解氧的含量。）
(OR: The increased fluid reduces the surface area for dissolving oxygen / reduces the volume of fresh air entering the air sacs / decreases the amount of dissolved oxygen in the air sacs.)

血液中的含氧量會低於正常水平。
The oxygen content in the blood would be lower than the normal level.",
25p107,"## 📌參考答案

## 7(a)(i)

在葉片中，含有碳-14 的二氧化碳經光合作用（或卡爾文循環 / 碳固定）被結合。
In the leaf, carbon-14 labeled carbon dioxide is incorporated through photosynthesis (or Calvin cycle / carbon fixation).

這過程產生了含放射性的碳水化合物（如葡萄糖 / 丙糖磷酸 / 三碳化合物 / 澱粉）。
This process produces radioactive carbohydrates (such as glucose / triose phosphate / 3-C compound / starch).

---

## 7(a)(ii)

組織 Y 的放射性水平高於組織 X。
The radioactivity level of tissue Y is higher than that of tissue X.

X 主要含有維管組織（如木質部或韌皮部），這些組織沒有或含有極少量的葉綠體。
X mainly contains vascular tissues (such as xylem or phloem), which contain no or very few chloroplasts.

因此 X 進行光合作用的能力極低，未能製造大量放射性產物。
Therefore, X has a very low photosynthetic capacity and cannot produce significant amounts of radioactive products.

Y 含有柵狀葉肉細胞，內有大量葉綠體以進行光合作用。
Y contains palisade mesophyll cells, which have many chloroplasts for photosynthesis.

這導致 Y 能固定更多碳-14 並累積較高濃度的放射性物質。
This results in Y fixing more carbon-14 and accumulating a higher concentration of radioactive substances.

## 7(b)(i)

在成熟葉片合成後，被放射性標記的碳水化合物會以蔗糖形式轉運。
Radioactively labelled carbohydrates synthesised in the mature leaf are translocated in the form of sucrose.

這些產物經韌皮部轉運至植物其他部分，如根部和鄰近較嫩的葉或芽。
These products are translocated through the phloem to other parts of the plant, such as roots and nearby younger leaves or buds.

---

## 7(b)(ii)

嫩葉正活躍地生長，需要留下所有碳水化合物供自身使用（或同化 / 發育）。
Young leaves are actively growing and need to retain all carbohydrates for their own use (or assimilation / development).

因此，嫩葉沒有剩餘的碳水化合物可供輸出到植物其他部位。
Therefore, there are no extra carbohydrates available for export to other parts of the plant.

",
25p108,"## 📌參考答案

## 8(a)

經 NaCl 溶液處理的種子，其萌發率（73%）低於經蒸餾水處理的種子（98%）。
The germination rate of seeds treated with NaCl solution (73%) is lower than that of seeds treated with distilled water (98%).

這顯示 NaCl 溶液會抑制種子的萌發。
This shows that NaCl solution inhibits seed germination.

經 NaCl 處理的種子，其植物激素 X 的水平（0.3）低於對照組（0.9）。
The level of plant hormone X in seeds treated with NaCl (0.3) is lower than that in the control group (0.9).

這顯示 NaCl 抑制植物激素 X 的合成（或促進其降解）。
This shows that NaCl inhibits the synthesis of plant hormone X (or promotes its degradation).

---

## 8(b)(i)

種子會釋出澱粉酶（或消化酶）到瓊脂平板上。
Seeds release amylase (or digestive enzymes) onto the agar plate.


這些酶將瓊脂內的澱粉消化，使該區域遇碘液後不會顯示藍黑色，形成清晰區。
These enzymes digest the starch in the agar, so no blue-black colour is formed with iodine solution, resulting in clear zones.

---

## 8(b)(ii)

植物激素 X 促進澱粉酶（或消化酶）的合成，用以將澱粉消化成葡萄糖（或麥芽糖）。
Plant hormone X promotes the synthesis of amylase (or digestive enzymes) to digest starch into glucose (or maltose).


這些消化產物（如葡萄糖）能提供種子呼吸作用所需的能量。
These products of digestion (e.g., glucose) provide energy for respiration in the seeds.

這對支持胚的生長及種子萌發至關重要（或用於合成其他生物分子如蛋白質）。
This is essential for supporting embryo growth and seed germination (or for synthesizing other biomolecules like proteins).

---

",
25p109,"## 📌參考答案

## 9(a)(i)

魚塘淤泥的有機氮百分率 = $3395 / 3500 \times 100\% = 97\%$；堤上最初的土壤 = $2460 / 2800 \times 100\% = 88\%$。
Percentage of organic nitrogen in pond sludge = $3395 / 3500 \times 100\% = 97\%$; initial dyke soil = $2460 / 2800 \times 100\% = 88\%$.

魚塘淤泥中的有機氮總量百分率高於堤上最初土壤。
The percentage of total organic nitrogen in the pond sludge is higher than that in the initial dyke soil.

---

## 9(a)(ii)

水中淤泥的含氧量比堤上最初的土壤少。
The oxygen content of the pond sludge in water is lower than that of the initial dyke soil.

分解作用是一個需氧過程（需要氧氣），因此在缺氧環境下會受到抑制。
Decomposition is an aerobic process (requires oxygen), so it is inhibited in oxygen-deficient environments.

因此，在淤泥中有機氮轉化為銨化合物（或無機氮化合物）的速率比在土壤中慢。
Therefore, the conversion rate of organic nitrogen to ammonium compounds (or inorganic nitrogenous compounds) is slower in the sludge than in the soil.

---

## 9(b)

混合魚塘淤泥一年後，堤上土壤中的硝酸鹽和銨化合物含量增加。
After mixing with pond sludge for a year, the amount of nitrate and ammonium compounds in the dyke soil increased.

桑樹需要這兩種營養素（無機氮）來生長。
Mulberry trees need these two nutrients (inorganic nitrogen) for growth.

---

## 9(c)

硝酸鹽和銨化合物被桑樹的根部吸收。
Nitrate and ammonium compounds are absorbed by the roots of the mulberry tree.

這些物質隨後被運送到葉片，與光合作用的中間產物（或產物）結合產生蛋白質（或氨基酸）。
They are then transported to the leaves where they combine with intermediates (or products) from photosynthesis to form proteins (or amino acids).

蠶的幼蟲進食桑葉以攝取植物蛋白質。
Silkworms consume these plant proteins through eating the leaves.

蠶隨後同化已消化的產物（或氨基酸），在體內形成絲蛋白質（絲）。
The silkworms then assimilate the digested products (or amino acids) to form silk protein (silk) inside their bodies.",
25p110,"## 📌參考答案

10(a)
負反饋
Negative feedback

---

10(b)
下丘腦：是（運作正常）
Hypothalamus: Yes (Functioning properly)
根據示意圖，高水平的生長激素（GH）會刺激下丘腦分泌激素 A
According to the diagram, a high level of growth hormone (GH) stimulates the hypothalamus to secrete hormone A
報告顯示該女孩的激素 A 水平高於正常範圍，反映下丘腦能感應高水平 GH 並作出正確反應
The report shows the girl's hormone A level is above the normal range, reflecting that the hypothalamus can detect the high GH level and respond correctly

垂體：否（運作不正常）
Pituitary gland: No (Not functioning properly)
正常生理情況下，高水平的激素 A 應會抑制垂體釋放生長激素（GH）
Under normal physiological conditions, a high level of hormone A should inhibit the release of GH from the pituitary gland
然而女孩的 GH 水平遠高於正常，顯示垂體對激素 A 的抑制信號失去反應（或持續過量分泌 GH）
However, the girl's GH level is far above normal, showing that the pituitary gland is unresponsive to the inhibitory signal of hormone A (or continues to over-secrete GH)",
